日期,尖峰負載(MW),淨尖峰供電能力(MW),備轉容量(MW),備轉容量率(%),工業用電(百萬度),民生用電(百萬度),isHoliday,isHoliday(Next7),Week
2019-09-07,30088,34982.0,4894.0,16.27,339.934,336.251,1,1,5.0
2019-09-08,29047,33239.0,4192.0,14.43,323.579,320.073,1,1,6.0
2019-09-09,34357,39318.0,4961.0,14.44,364.62699999999995,360.676,0,0,0.0
2019-09-10,34664,38812.0,4148.0,11.97,375.452,371.384,0,0,1.0
2019-09-11,35341,39916.0,4575.0,12.95,379.44,375.32800000000003,0,0,2.0
2019-09-12,35264,39889.0,4625.0,13.12,379.54900000000004,375.436,0,0,3.0
2019-09-13,29375,34199.0,4824.0,16.42,336.406,332.76,1,0,4.0
2019-09-14,28676,33070.0,4394.0,15.33,324.443,320.927,1,1,5.0
2019-09-15,28191,33578.0,5387.0,19.11,315.099,311.685,1,1,6.0
2019-09-16,33228,39253.0,6025.0,18.13,353.608,349.777,0,0,0.0
2019-09-17,32961,38936.0,5975.0,18.13,358.369,354.485,0,0,1.0
2019-09-18,32428,38470.0,6042.0,18.63,353.586,349.754,0,0,2.0
2019-09-19,31508,38401.0,6893.0,21.88,345.22,341.47900000000004,0,0,3.0
2019-09-20,30594,36939.0,6345.0,20.74,335.219,331.586,0,0,4.0
2019-09-21,26460,32072.0,5612.0,21.21,299.075,295.834,1,1,5.0
2019-09-22,25836,31257.0,5421.0,20.98,285.911,282.814,1,1,6.0
2019-09-23,29947,36566.0,6619.0,22.1,322.52,319.026,0,0,0.0
2019-09-24,30106,36722.0,6616.0,21.98,331.08099999999996,327.493,0,0,1.0
2019-09-25,30709,36388.0,5679.0,18.49,333.25199999999995,329.642,0,0,2.0
2019-09-26,31162,36821.0,5659.0,18.16,339.548,335.869,0,0,3.0
2019-09-27,31255,37499.0,6244.0,19.98,342.48800000000006,338.777,0,0,4.0
2019-09-28,28161,33013.0,4852.0,17.23,317.598,314.157,1,1,5.0
2019-09-29,27926,32241.0,4315.0,15.45,306.994,303.668,1,1,6.0
2019-09-30,28505,36162.0,7657.0,26.86,317.882,314.438,0,0,0.0
2019-10-1
2019-10-2
2019-10-3
2019-10-4
2019-10-5
2019-10-6
2019-10-7
2019-10-8
2019-10-9
2019-10-10
2019-10-11
2019-10-12
2019-10-13
2019-10-14
2019-10-15
2019-10-16
2019-10-17
2019-10-18
2019-10-19
2019-10-20
2019-10-21
2019-10-22
2019-10-23
2019-10-24
2019-10-25
2019-10-26
2019-10-27
2019-10-28
2019-10-29
2019-10-30
2019-10-31
2019-11-1
2019-11-2
2019-11-3
2019-11-4
2019-11-5
2019-11-6
2019-11-7
2019-11-8
2019-11-9
2019-11-10
2019-11-11
2019-11-12
2019-11-13
2019-11-14
2019-11-15
2019-11-16
2019-11-17
2019-11-18
2019-11-19
2019-11-20
2019-11-21
2019-11-22
2019-11-23
2019-11-24
2019-11-25
2019-11-26
2019-11-27
2019-11-28
2019-11-29
2019-11-30
2019-12-1
2019-12-2
2019-12-3
2019-12-4
2019-12-5
2019-12-6
2019-12-7
2019-12-8
2019-12-9
2019-12-10
2019-12-11
2019-12-12
2019-12-13
2019-12-14
2019-12-15
2019-12-16
2019-12-17
2019-12-18
2019-12-19
2019-12-20
2019-12-21
2019-12-22
2019-12-23
2019-12-24
2019-12-25
2019-12-26
2019-12-27
2019-12-28
2019-12-29
2019-12-30
2019-12-31
