kw
279.87
323.08
336.597
339.02
315.825
295.08
330.919
340.713
339.42
345.741
345.312
316.377
295.069
330.529
341.979
338.771
337.237
333.578
323.444
293.809
324.539
334.246
333.761
334.577
332.047
307.745
291.033
322.911
331.844
331.523
326.577
301.346
278.967
267.929
246.263
235.887
237.257
243.67
253.768
262.905
268.156
308.329
327.839
333.045
335.846
337.226
311.235
289.13
330.202
342.868
346.477
346.271
340.97
324.355
294.814
326.311
336.45
336.677
310.838
299.202
296.127
288.39
322.631
336.545
337.025
336.383
335.859
314.352
295.376
326.54
334.596
337.439
338.919
335.598
309.487
291.782
331.873
345.332
351.897
358.451
352.322
312.816
294.599
333.343
342.917
348.038
356.775
354.27
317.793
296.502
322.237
332.233
334.523
308.423
289.731
291.974
292.531
343.332
361.969
363.597
353.842
341.524
318.247
302.953
331.727
339.368
343.38
350.574
351.817
322.525
308.722
358.61
375.742
380.015
380.781
376.868
336.58
317.806
367.385
378.092
324.099
332.184
329.559
305.945
293.362
327.298
330.933
335.394
339.614
341.478
317.072
306.971
358.075
374.205
377.077
383.442
377.138
353.717
337.522
361.999
348.55
349.088
350.178
358.174
333.172
320.712
367.428
369.604
352.744
364.057
374.886
321.919
309.668
348.832
350.46
358.025
367.088
334.604
323.667
317.096
350.141
346.883
338.179
340.793
335.714
307.399
299.822
348.695
368.608
377.364
384.09
382.262
349.223
317.445
339.907
351.381
350.162
356.885
366.75
342.722
327.882
355.35
359.015
348.871
352.368
350.28
322.884
312.81
354.286
360.449
363.084
359.087
360.127
334.682
321.452
364.893
376.816
381.033
373.161
364.325
329.563
311.096
345.826
354.659
360.731
367.923
369.37
333.98
312.766
357.657
372.518
374.623
375.41
365.826
335.586
328.514
371.635
374.848
374.025
371.513
336.511
338.342
328.236
357.815
357.298
369.086
364.341
357.62
330.097
307.806
337.203
343.997
347.032
357.805
362.903
321.683
305.622
352.365
363.805
371.723
374.813
359.782
329.676
332.912
374.997
382.283
369.469
363.107
365.96
339.934
323.579
364.627
375.452
379.44
379.549
336.406
324.443
315.099
353.608
358.369
353.586
345.22
335.219
299.075
285.911
322.52
331.081
333.252
339.548
342.488
317.598
306.994
317.882
