日期,縣市,800KW以上售電量(度),800KW以上抄表戶數,800KW以上用電佔比(%),小於800KW售電量(度),小於800KW抄表戶數,小於800KW用電佔比(%),合計
2015年10月,新竹市,644884372,127,0.9574,28708623,1694,0.0426,673592995
2015年10月,嘉義市,1884320,4,0.2561,5474435,654,0.7439,7358755
2015年10月,澎湖縣,1332800,1,0.3827,2149752,272,0.6173,3482552
2015年10月,金門縣,1528400,2,0.4953,1557406,185,0.5047,3085806
2015年10月,連江縣,0,0,0,438992,59,1,438992
2015年10月,合計,7551995754,3574,0.8234,1619256396,83839,0.1766,9171252150
2015年09月,新北市,205111536,227,0.456,244656143,14522,0.544,449767679
2015年09月,台北市,20539000,21,0.5432,17270846,1687,0.4568,37809846
2015年09月,桃園市,1319536468,764,0.837,256956881,7048,0.163,1576493349
2015年09月,台中市,891238166,397,0.7985,224913173,11020,0.2015,1116151339
2015年09月,台南市,1364172596,436,0.8726,199177650,11138,0.1274,1563350246
2015年09月,高雄市,1066900294,514,0.8698,159649762,6364,0.1302,1226550056
2015年09月,宜蘭縣,101867900,58,0.7814,28505826,1400,0.2186,130373726
2015年09月,新竹縣,514443487,221,0.905,54020138,1532,0.095,568463625
2015年09月,苗栗縣,395820018,147,0.9077,40237840,1330,0.0923,436057858
2015年09月,彰化縣,288760316,272,0.624,173982477,16060,0.376,462742793
2015年09月,南投縣,65809900,90,0.7032,27780364,1116,0.2968,93590264
2015年09月,雲林縣,202880348,86,0.8381,39181014,2477,0.1619,242061362
2015年09月,嘉義縣,36957160,55,0.4907,38353294,2121,0.5093,75310454
2015年09月,屏東縣,52405402,114,0.5907,36317264,1827,0.4093,88722666
2015年09月,台東縣,7883000,3,0.7692,2365636,373,0.2308,10248636
2015年09月,花蓮縣,67252800,19,0.812,15575638,586,0.188,82828438
2015年09月,基隆市,10305921,17,0.5396,8794663,381,0.4604,19100584
2015年09月,新竹市,639387836,127,0.9568,28880929,1692,0.0432,668268765
2015年09月,嘉義市,1893680,4,0.2523,5611230,653,0.7477,7504910
2015年09月,澎湖縣,1274000,1,0.3599,2265812,274,0.6401,3539812
2015年09月,金門縣,1675600,2,0.5048,1643440,185,0.4952,3319040
2015年09月,連江縣,0,0,0,505343,59,1,505343
2015年09月,合計,7256115428,3575,0.8187,1606645363,83845,0.1813,8862760791
2015年08月,新北市,215763149,228,0.4606,252656965,14518,0.5394,468420114
2015年08月,台北市,21561000,21,0.5434,18114540,1693,0.4566,39675540
2015年08月,桃園市,1364983217,764,0.8356,268568035,7069,0.1644,1633551252
2015年08月,台中市,920941369,396,0.7966,235095366,11028,0.2034,1156036735
2015年08月,台南市,1397580852,438,0.8737,202013894,11134,0.1263,1599594746
2015年08月,高雄市,1169329783,516,0.8775,163249930,6350,0.1225,1332579713
2015年08月,宜蘭縣,103120360,58,0.7778,29461151,1401,0.2222,132581511
2015年08月,新竹縣,547929965,221,0.9023,59298872,1531,0.0977,607228837
2015年08月,苗栗縣,400627047,147,0.906,41548690,1332,0.094,442175737
2015年08月,彰化縣,292044412,271,0.6177,180733515,16056,0.3823,472777927
2015年08月,南投縣,67293760,90,0.7003,28803707,1116,0.2997,96097467
2015年08月,雲林縣,205245880,85,0.8329,41177596,2479,0.1671,246423476
2015年08月,嘉義縣,38911680,54,0.5018,38626503,2120,0.4982,77538183
2015年08月,屏東縣,54000349,110,0.5875,37919055,1831,0.4125,91919404
2015年08月,台東縣,8082200,3,0.7689,2428719,373,0.2311,10510919
2015年08月,花蓮縣,77751700,19,0.8426,14523186,582,0.1574,92274886
2015年08月,基隆市,10758300,16,0.547,8910502,381,0.453,19668802
2015年08月,新竹市,676105703,128,0.9567,30629848,1691,0.0433,706735551
2015年08月,嘉義市,1991160,4,0.2606,5650079,652,0.7394,7641239
2015年08月,澎湖縣,1363200,1,0.364,2381451,274,0.636,3744651
2015年08月,金門縣,1838000,2,0.5199,1697578,185,0.4801,3535578
2015年08月,連江縣,0,0,0,504908,58,1,504908
2015年08月,合計,7577223086,3572,0.8199,1663994090,83854,0.1801,9241217176
2015年07月,新北市,228006082,230,0.4613,266209065,14510,0.5387,494215147
2015年07月,台北市,22202700,21,0.5324,19499051,1702,0.4676,41701751
2015年07月,桃園市,1428422513,763,0.8344,283589535,7050,0.1656,1712012048
2015年07月,台中市,958866336,391,0.7905,254094725,11019,0.2095,1212961061
2015年07月,台南市,1436552564,440,0.8686,217282221,11142,0.1314,1653834785
2015年07月,高雄市,1218812127,517,0.8705,181351141,6350,0.1295,1400163268
2015年07月,宜蘭縣,105059980,58,0.7613,32945955,1399,0.2387,138005935
2015年07月,新竹縣,559864657,218,0.9031,60050289,1532,0.0969,619914946
2015年07月,苗栗縣,414060968,148,0.9039,44043217,1327,0.0961,458104185
2015年07月,彰化縣,314947881,270,0.6183,194443530,16065,0.3817,509391411
2015年07月,南投縣,71809000,89,0.6988,30956709,1110,0.3012,102765709
2015年07月,雲林縣,215686996,85,0.8317,43637496,2470,0.1683,259324492
2015年07月,嘉義縣,39733960,55,0.4926,40924364,2115,0.5074,80658324
2015年07月,屏東縣,57919793,110,0.5906,40146408,1836,0.4094,98066201
2015年07月,台東縣,7859000,3,0.7489,2634709,375,0.2511,10493709
2015年07月,花蓮縣,84462800,19,0.8475,15195993,583,0.1525,99658793
2015年07月,基隆市,11440373,16,0.5435,9610695,382,0.4565,21051068
2015年07月,新竹市,692923188,127,0.9552,32522879,1694,0.0448,725446067
2015年07月,嘉義市,2187400,4,0.2646,6077928,654,0.7354,8265328
2015年07月,澎湖縣,1568800,1,0.3927,2426564,274,0.6073,3995364
2015年07月,金門縣,1975600,2,0.529,1758972,185,0.471,3734572
2015年07月,連江縣,0,0,0,527957,58,1,527957
2015年07月,合計,7874362718,3567,0.8156,1779929403,83832,0.1844,9654292121
2015年06月,新北市,215684009,229,0.4794,234211082,14486,0.5206,449895091
2015年06月,台北市,21068700,21,0.5595,16584252,1713,0.4405,37652952
2015年06月,桃園市,1350560350,761,0.8388,259465592,7038,0.1612,1610025942
2015年06月,台中市,939559035,389,0.8028,230805284,11016,0.1972,1170364319
2015年06月,台南市,1394921692,439,0.8754,198558603,11138,0.1246,1593480295
2015年06月,高雄市,1139729591,515,0.8758,161631407,6364,0.1242,1301360998
2015年06月,宜蘭縣,103944300,58,0.7823,28919781,1396,0.2177,132864081
2015年06月,新竹縣,535676084,218,0.9071,54832828,1538,0.0929,590508912
2015年06月,苗栗縣,396955788,149,0.9062,41109036,1326,0.0938,438064824
2015年06月,彰化縣,301831960,270,0.6331,174892577,16069,0.3669,476724537
2015年06月,南投縣,68163860,89,0.7023,28898859,1112,0.2977,97062719
2015年06月,雲林縣,201261028,84,0.8352,39725603,2472,0.1648,240986631
2015年06月,嘉義縣,38555000,57,0.5096,37108809,2114,0.4904,75663809
2015年06月,屏東縣,55864716,111,0.6006,37157514,1834,0.3994,93022230
2015年06月,台東縣,7579700,3,0.7651,2326696,376,0.2349,9906396
2015年06月,花蓮縣,76415800,19,0.8482,13677491,582,0.1518,90093291
2015年06月,基隆市,10862800,17,0.5594,8555262,381,0.4406,19418062
2015年06月,新竹市,671872999,126,0.9583,29206646,1695,0.0417,701079645
2015年06月,嘉義市,2454680,4,0.3222,5164941,653,0.6778,7619621
2015年06月,澎湖縣,1510400,1,0.4068,2202219,275,0.5932,3712619
2015年06月,金門縣,1806000,2,0.5296,1603954,185,0.4704,3409954
2015年06月,連江縣,0,0,0,515507,58,1,515507
2015年06月,合計,7536278492,3562,0.8242,1607153943,83821,0.1758,9143432435
2015年05月,新北市,212416524,230,0.4816,228612578,14478,0.5184,441029102
2015年05月,台北市,20468200,22,0.5659,15701067,1715,0.4341,36169267
2015年05月,桃園市,1351004019,760,0.8391,259065758,7034,0.1609,1610069777
2015年05月,台中市,952738659,385,0.8043,231768968,11015,0.1957,1184507627
2015年05月,台南市,1396332436,437,0.8746,200165032,11141,0.1254,1596497468
2015年05月,高雄市,1201135106,511,0.8756,170703115,6370,0.1244,1371838221
2015年05月,宜蘭縣,109217640,58,0.795,28162329,1392,0.205,137379969
2015年05月,新竹縣,531279282,220,0.9093,52996643,1532,0.0907,584275925
2015年05月,苗栗縣,401853252,148,0.9031,43137293,1318,0.0969,444990545
2015年05月,彰化縣,313311480,268,0.6358,179493170,16070,0.3642,492804650
2015年05月,南投縣,66970200,88,0.6956,29305046,1113,0.3044,96275246
2015年05月,雲林縣,204596908,83,0.839,39262190,2462,0.161,243859098
2015年05月,嘉義縣,41247660,57,0.5218,37794831,2107,0.4782,79042491
2015年05月,屏東縣,56880588,111,0.6062,36951429,1834,0.3938,93832017
2015年05月,台東縣,8082700,3,0.784,2227363,375,0.216,10310063
2015年05月,花蓮縣,79749100,20,0.8547,13562545,581,0.1453,93311645
2015年05月,基隆市,10936000,17,0.56,8591482,380,0.44,19527482
2015年05月,新竹市,671904023,126,0.9592,28581668,1695,0.0408,700485691
2015年05月,嘉義市,2393040,4,0.3116,5286272,653,0.6884,7679312
2015年05月,澎湖縣,1738800,1,0.4257,2345562,275,0.5743,4084362
2015年05月,金門縣,1556000,2,0.5053,1523178,185,0.4947,3079178
2015年05月,連江縣,0,0,0,456540,58,1,456540
2015年05月,合計,7635811617,3551,0.8254,1615694059,83783,0.1746,9251505676
2015年04月,新北市,202241644,230,0.4917,209088662,14463,0.5083,411330306
2015年04月,台北市,20102200,21,0.5909,13914893,1722,0.4091,34017093
2015年04月,桃園市,1305002004,758,0.8407,247303511,7028,0.1593,1552305515
2015年04月,台中市,905131576,382,0.8064,217234903,11002,0.1936,1122366479
2015年04月,台南市,1345096066,438,0.8778,187286072,11145,0.1222,1532382138
2015年04月,高雄市,1156470921,511,0.8785,159905102,6369,0.1215,1316376023
2015年04月,宜蘭縣,106089880,59,0.804,25866912,1390,0.196,131956792
2015年04月,新竹縣,487957493,221,0.9116,47342377,1523,0.0884,535299870
2015年04月,苗栗縣,386388820,148,0.9091,38651653,1318,0.0909,425040473
2015年04月,彰化縣,299039116,269,0.6363,170950561,16076,0.3637,469989677
2015年04月,南投縣,69017260,88,0.7121,27896945,1116,0.2879,96914205
2015年04月,雲林縣,191221112,84,0.838,36975289,2460,0.162,228196401
2015年04月,嘉義縣,38175540,57,0.5209,35112214,2104,0.4791,73287754
2015年04月,屏東縣,56014562,111,0.6219,34055351,1833,0.3781,90069913
2015年04月,台東縣,7277400,3,0.7789,2065788,373,0.2211,9343188
2015年04月,花蓮縣,77880900,20,0.8553,13172907,580,0.1447,91053807
2015年04月,基隆市,11010400,18,0.5951,7492064,380,0.4049,18502464
2015年04月,新竹市,627540601,126,0.9597,26331214,1700,0.0403,653871815
2015年04月,嘉義市,2157200,4,0.3083,4839055,655,0.6917,6996255
2015年04月,澎湖縣,1687200,1,0.4492,2068892,274,0.5508,3756092
2015年04月,金門縣,865200,2,0.3852,1381006,184,0.6148,2246206
2015年04月,連江縣,0,0,0,430455,58,1,430455
2015年04月,合計,7296367095,3551,0.8286,1509365826,83753,0.1714,8805732921
2015年03月,新北市,203666507,230,0.506,198827872,14478,0.494,402494379
2015年03月,台北市,21220240,22,0.612,13450882,1728,0.388,34671122
2015年03月,桃園市,1305673837,756,0.8434,242424490,7040,0.1566,1548098327
2015年03月,台中市,924113998,381,0.8129,212728547,11013,0.1871,1136842545
2015年03月,台南市,1354317308,434,0.8788,186714569,11153,0.1212,1541031877
2015年03月,高雄市,1186638346,510,0.8786,163901542,6363,0.1214,1350539888
2015年03月,宜蘭縣,112990400,59,0.8112,26292973,1389,0.1888,139283373
2015年03月,新竹縣,491220169,220,0.9137,46367492,1519,0.0863,537587661
2015年03月,苗栗縣,387771547,146,0.9117,37573134,1320,0.0883,425344681
2015年03月,彰化縣,301479380,269,0.6469,164566758,16089,0.3531,466046138
2015年03月,南投縣,69519860,88,0.7087,28571637,1116,0.2913,98091497
2015年03月,雲林縣,193728544,84,0.8417,36425965,2452,0.1583,230154509
2015年03月,嘉義縣,39325220,57,0.5319,34611693,2103,0.4681,73936913
2015年03月,屏東縣,55326040,110,0.6193,34004510,1833,0.3807,89330550
2015年03月,台東縣,9545800,3,0.8086,2260129,376,0.1914,11805929
2015年03月,花蓮縣,76598400,20,0.8514,13370172,580,0.1486,89968572
2015年03月,基隆市,11783506,18,0.6136,7421730,381,0.3864,19205236
2015年03月,新竹市,633895730,126,0.9613,25537230,1704,0.0387,659432960
2015年03月,嘉義市,2145880,4,0.3148,4670586,656,0.6852,6816466
2015年03月,澎湖縣,1752400,1,0.46,2057202,273,0.54,3809602
2015年03月,金門縣,702400,2,0.3538,1283174,184,0.6462,1985574
2015年03月,連江縣,0,0,0,440745,58,1,440745
2015年03月,合計,7383415512,3540,0.8327,1483503032,83808,0.1673,8866918544
2015年02月,新北市,157570684,230,0.4798,170854421,14458,0.5202,328425105
2015年02月,台北市,17620920,22,0.5986,11815803,1727,0.4014,29436723
2015年02月,桃園市,1053073559,757,0.8489,187498094,7043,0.1511,1240571653
2015年02月,台中市,759417443,382,0.8184,168462566,11007,0.1816,927880009
2015年02月,台南市,1149031508,430,0.8863,147425941,11158,0.1137,1296457449
2015年02月,高雄市,971644076,506,0.8923,117300464,6359,0.1077,1088944540
2015年02月,宜蘭縣,91599420,60,0.815,20794008,1388,0.185,112393428
2015年02月,新竹縣,419959265,219,0.9164,38313765,1520,0.0836,458273030
2015年02月,苗栗縣,319738088,146,0.9147,29802792,1322,0.0853,349540880
2015年02月,彰化縣,236419491,268,0.6322,137535624,16097,0.3678,373955115
2015年02月,南投縣,48670432,88,0.6952,21339258,1115,0.3048,70009690
2015年02月,雲林縣,158795696,84,0.8442,29308262,2444,0.1558,188103958
2015年02月,嘉義縣,29347460,56,0.5126,27901382,2101,0.4874,57248842
2015年02月,屏東縣,41752281,110,0.6037,27405762,1830,0.3963,69158043
2015年02月,台東縣,7481800,3,0.7936,1946332,376,0.2064,9428132
2015年02月,花蓮縣,73829600,20,0.8673,11299385,578,0.1327,85128985
2015年02月,基隆市,8909200,18,0.6014,5905935,381,0.3986,14815135
2015年02月,新竹市,561323550,127,0.965,20371280,1713,0.035,581694830
2015年02月,嘉義市,1538080,4,0.2735,4086001,660,0.7265,5624081
2015年02月,澎湖縣,1622400,1,0.4746,1795851,273,0.5254,3418251
2015年02月,金門縣,459200,2,0.3037,1052728,184,0.6963,1511928
2015年02月,連江縣,0,0,0,391824,58,1,391824
2015年02月,合計,6109804153,3533,0.8378,1182607478,83792,0.1622,7292411631
2015年01月,新北市,197227269,232,0.4812,212635193,14451,0.5188,409862462
2015年01月,台北市,20285280,22,0.584,14450551,1738,0.416,34735831
2015年01月,桃園市,1255881525,758,0.8388,241385598,7041,0.1612,1497267123
2015年01月,台中市,901517620,384,0.8052,218041355,11004,0.1948,1119558975
2015年01月,台南市,1308065537,435,0.8757,185646326,11158,0.1243,1493711863
2015年01月,高雄市,1113866164,507,0.8824,148468310,6346,0.1176,1262334474
2015年01月,宜蘭縣,112999140,61,0.8124,26098864,1386,0.1876,139098004
2015年01月,新竹縣,481718205,219,0.9106,47286016,1522,0.0894,529004221
2015年01月,苗栗縣,388442504,146,0.9112,37863305,1322,0.0888,426305809
2015年01月,彰化縣,291425271,269,0.6239,175709577,16097,0.3761,467134848
2015年01月,南投縣,64566689,89,0.7041,27131255,1115,0.2959,91697944
2015年01月,雲林縣,187030940,83,0.8354,36850174,2438,0.1646,223881114
2015年01月,嘉義縣,36786660,56,0.5028,36380752,2096,0.4972,73167412
2015年01月,屏東縣,53806449,110,0.6184,33196284,1826,0.3816,87002733
2015年01月,台東縣,8444200,3,0.7798,2384780,371,0.2202,10828980
2015年01月,花蓮縣,84218700,20,0.8569,14065794,579,0.1431,98284494
2015年01月,基隆市,10825400,18,0.5863,7637240,379,0.4137,18462640
2015年01月,新竹市,614922752,127,0.96,25606017,1720,0.04,640528769
2015年01月,嘉義市,2230720,4,0.3151,4847714,660,0.6849,7078434
2015年01月,澎湖縣,1454800,1,0.4027,2157817,273,0.5973,3612617
2015年01月,金門縣,722400,2,0.3581,1295098,184,0.6419,2017498
2015年01月,連江縣,0,0,0,433964,58,1,433964
2015年01月,合計,7136438225,3546,0.8264,1499571984,83764,0.1736,8636010209
2014年12月,新北市,201051657,230,0.49,209236795,14440,0.51,410288452
2014年12月,台北市,21943680,23,0.6042,14373029,1752,0.3958,36316709
2014年12月,桃園市,1306247857,759,0.8382,252076016,7038,0.1618,1558323873
2014年12月,台中市,893329529,386,0.8041,217576884,10990,0.1959,1110906413
2014年12月,台南市,1310106613,432,0.8751,187028619,11157,0.1249,1497135232
2014年12月,高雄市,1149890876,506,0.8843,150509406,6349,0.1157,1300400282
2014年12月,宜蘭縣,116546600,61,0.82,25585969,1382,0.18,142132569
2014年12月,新竹縣,483559184,219,0.9113,47051135,1528,0.0887,530610319
2014年12月,苗栗縣,404659865,146,0.9153,37468635,1323,0.0847,442128500
2014年12月,彰化縣,294624268,269,0.6347,169605762,16096,0.3653,464230030
2014年12月,南投縣,68180300,88,0.7096,27895764,1116,0.2904,96076064
2014年12月,雲林縣,194272536,84,0.8439,35939688,2424,0.1561,230212224
2014年12月,嘉義縣,37643040,56,0.4829,40311399,2094,0.5171,77954439
2014年12月,屏東縣,53731046,110,0.6191,33064193,1832,0.3809,86795239
2014年12月,台東縣,7822100,3,0.7827,2171099,371,0.2173,9993199
2014年12月,花蓮縣,78982900,20,0.8537,13533419,579,0.1463,92516319
2014年12月,基隆市,11405400,18,0.6014,7559287,381,0.3986,18964687
2014年12月,新竹市,623433187,128,0.9615,24976208,1722,0.0385,648409395
2014年12月,嘉義市,2515840,4,0.3445,4786323,660,0.6555,7302163
2014年12月,澎湖縣,1442800,1,0.4123,2056224,272,0.5877,3499024
2014年12月,金門縣,733200,2,0.3727,1234018,183,0.6273,1967218
2014年12月,連江縣,0,0,0,467329,58,1,467329
2014年12月,合計,7262122478,3545,0.8284,1504507201,83747,0.1716,8766629679
2014年11月,新北市,197626069,231,0.4678,224823779,14439,0.5322,422449848
2014年11月,台北市,21251660,24,0.5696,16059972,1750,0.4304,37311632
2014年11月,桃園市,1275615152,764,0.8404,242231062,7033,0.1596,1517846214
2014年11月,台中市,888964134,388,0.8,222280618,10991,0.2,1111244752
2014年11月,台南市,1300913893,435,0.8711,192453287,11161,0.1289,1493367180
2014年11月,高雄市,1156585881,507,0.8775,161517139,6363,0.1225,1318103020
2014年11月,宜蘭縣,115032774,61,0.8142,26243586,1383,0.1858,141276360
2014年11月,新竹縣,481987825,219,0.9069,49505302,1516,0.0931,531493127
2014年11月,苗栗縣,397392980,144,0.9111,38777686,1326,0.0889,436170666
2014年11月,彰化縣,289835628,268,0.6227,175579031,16098,0.3773,465414659
2014年11月,南投縣,66205860,87,0.7046,27756079,1112,0.2954,93961939
2014年11月,雲林縣,185283684,83,0.8314,37563154,2400,0.1686,222846838
2014年11月,嘉義縣,37238180,57,0.5019,36953142,2092,0.4981,74191322
2014年11月,屏東縣,53854484,110,0.6061,35002568,1826,0.3939,88857052
2014年11月,台東縣,7720100,3,0.7709,2294879,371,0.2291,10014979
2014年11月,花蓮縣,75462400,20,0.8499,13322353,578,0.1501,88784753
2014年11月,基隆市,11764900,18,0.5961,7971651,384,0.4039,19736551
2014年11月,新竹市,623247139,128,0.9583,27134976,1723,0.0417,650382115
2014年11月,嘉義市,2468960,4,0.3206,5232661,659,0.6794,7701621
2014年11月,澎湖縣,1290800,1,0.3709,2189222,271,0.6291,3480022
2014年11月,金門縣,906000,2,0.3996,1361150,184,0.6004,2267150
2014年11月,連江縣,0,0,0,417865,58,1,417865
2014年11月,合計,7190648503,3554,0.823,1546671162,83718,0.177,8737319665
2014年10月,新北市,212578932,232,0.4639,245703334,14435,0.5361,458282266
2014年10月,台北市,23642540,25,0.5588,18668397,1754,0.4412,42310937
2014年10月,桃園市,1371842456,766,0.8398,261604549,7019,0.1602,1633447005
2014年10月,台中市,927543274,389,0.7963,237291513,10996,0.2037,1164834787
2014年10月,台南市,1369621825,431,0.8696,205342909,11164,0.1304,1574964734
2014年10月,高雄市,1230724663,510,0.8781,170813771,6352,0.1219,1401538434
2014年10月,宜蘭縣,111597008,61,0.7988,28102129,1386,0.2012,139699137
2014年10月,新竹縣,511548322,219,0.9042,54185107,1509,0.0958,565733429
2014年10月,苗栗縣,409665164,145,0.909,40999727,1321,0.091,450664891
2014年10月,彰化縣,300766904,267,0.6183,185674577,16099,0.3817,486441481
2014年10月,南投縣,71618700,87,0.7058,29858696,1110,0.2942,101477396
2014年10月,雲林縣,198577164,82,0.8315,40233874,2397,0.1685,238811038
2014年10月,嘉義縣,40505400,56,0.5132,38418091,2089,0.4868,78923491
2014年10月,屏東縣,56608631,111,0.6077,36547362,1826,0.3923,93155993
2014年10月,台東縣,8096200,3,0.7857,2208227,370,0.2143,10304427
2014年10月,花蓮縣,78453900,20,0.8488,13972497,579,0.1512,92426397
2014年10月,基隆市,12324300,18,0.592,8492365,384,0.408,20816665
2014年10月,新竹市,652122619,128,0.9561,29950905,1723,0.0439,682073524
2014年10月,嘉義市,2590080,4,0.3123,5704547,661,0.6877,8294627
2014年10月,澎湖縣,1443200,1,0.3875,2280912,272,0.6125,3724112
2014年10月,金門縣,1536800,2,0.5146,1449850,184,0.4854,2986650
2014年10月,連江縣,0,0,0,501744,58,1,501744
2014年10月,合計,7593408082,3557,0.8208,1658005083,83688,0.1792,9251413165
2014年09月,新北市,217666601,230,0.4612,254336212,14431,0.5388,472002813
2014年09月,台北市,23738880,24,0.5417,20087779,1761,0.4583,43826659
2014年09月,桃園市,1381216237,767,0.8365,269980302,7030,0.1635,1651196539
2014年09月,台中市,885423118,393,0.7863,240598957,10991,0.2137,1126022075
2014年09月,台南市,1346910017,431,0.8699,201470103,11172,0.1301,1548380120
2014年09月,高雄市,1131529845,509,0.8741,163022924,6351,0.1259,1294552769
2014年09月,宜蘭縣,103771380,62,0.7786,29511013,1384,0.2214,133282393
2014年09月,新竹縣,518220217,218,0.901,56912214,1519,0.099,575132431
2014年09月,苗栗縣,402320600,146,0.9086,40447788,1317,0.0914,442768388
2014年09月,彰化縣,295773344,269,0.6153,184947114,16095,0.3847,480720458
2014年09月,南投縣,71367940,86,0.708,29435798,1112,0.292,100803738
2014年09月,雲林縣,194957440,81,0.8288,40270584,2399,0.1712,235228024
2014年09月,嘉義縣,40133880,57,0.5161,37629201,2086,0.4839,77763081
2014年09月,屏東縣,53149983,111,0.5954,36121456,1822,0.4046,89271439
2014年09月,台東縣,7647800,3,0.7712,2268962,366,0.2288,9916762
2014年09月,花蓮縣,74121000,20,0.8508,12993712,579,0.1492,87114712
2014年09月,基隆市,11921647,18,0.5647,9188783,385,0.4353,21110430
2014年09月,新竹市,667930042,130,0.9551,31412443,1728,0.0449,699342485
2014年09月,嘉義市,2549360,4,0.3016,5904005,662,0.6984,8453365
2014年09月,澎湖縣,1454400,1,0.3753,2420677,272,0.6247,3875077
2014年09月,金門縣,1876000,2,0.5367,1619624,183,0.4633,3495624
2014年09月,連江縣,0,0,0,513335,58,1,513335
2014年09月,合計,7433679731,3562,0.8165,1671092986,83703,0.1835,9104772717
2014年08月,新北市,227137232,226,0.4555,271499467,14435,0.5445,498636699
2014年08月,台北市,25703760,25,0.5511,20939763,1769,0.4489,46643523
2014年08月,桃園市,1437885443,768,0.8349,284314591,7012,0.1651,1722200034
2014年08月,台中市,954596415,391,0.7899,253935792,10980,0.2101,1208532207
2014年08月,台南市,1399851776,431,0.8672,214310734,11174,0.1328,1614162510
2014年08月,高雄市,1194240043,509,0.8754,170027384,6331,0.1246,1364267427
2014年08月,宜蘭縣,115191660,60,0.785,31554298,1385,0.215,146745958
2014年08月,新竹縣,537320236,217,0.9006,59272542,1517,0.0994,596592778
2014年08月,苗栗縣,412255156,146,0.9063,42633739,1318,0.0937,454888895
2014年08月,彰化縣,311744620,267,0.6131,196741523,16094,0.3869,508486143
2014年08月,南投縣,73020860,86,0.7025,30929896,1112,0.2975,103950756
2014年08月,雲林縣,201486732,82,0.8245,42881701,2396,0.1755,244368433
2014年08月,嘉義縣,42487300,57,0.5146,40073667,2088,0.4854,82560967
2014年08月,屏東縣,56072054,111,0.5958,38038781,1825,0.4042,94110835
2014年08月,台東縣,8066500,3,0.7598,2549716,366,0.2402,10616216
2014年08月,花蓮縣,78551600,21,0.851,13749327,582,0.149,92300927
2014年08月,基隆市,13028700,18,0.5757,9603743,386,0.4243,22632443
2014年08月,新竹市,693242917,131,0.9546,33003091,1726,0.0454,726246008
2014年08月,嘉義市,2589680,4,0.2915,6294333,662,0.7085,8884013
2014年08月,澎湖縣,1662000,1,0.3924,2573916,272,0.6076,4235916
2014年08月,金門縣,2012400,2,0.5456,1676083,183,0.4544,3688483
2014年08月,連江縣,0,0,0,612069,60,1,612069
2014年08月,合計,7788147084,3556,0.8151,1767216156,83673,0.1849,9555363240
2014年07月,新北市,232798215,225,0.4815,250645956,14418,0.5185,483444171
2014年07月,台北市,26096520,24,0.5828,18681710,1777,0.4172,44778230
2014年07月,桃園市,1441448461,767,0.8388,276968794,7000,0.1612,1718417255
2014年07月,台中市,954564456,391,0.7945,246953156,10970,0.2055,1201517612
2014年07月,台南市,1414929806,432,0.8708,209906988,11166,0.1292,1624836794
2014年07月,高雄市,1200746350,507,0.877,168481222,6330,0.123,1369227572
2014年07月,宜蘭縣,114547434,61,0.7916,30165020,1382,0.2084,144712454
2014年07月,新竹縣,545836094,218,0.9058,56754789,1517,0.0942,602590883
2014年07月,苗栗縣,418733264,146,0.9102,41324418,1313,0.0898,460057682
2014年07月,彰化縣,307674268,264,0.6213,187539230,16087,0.3787,495213498
2014年07月,南投縣,74531600,86,0.7086,30647828,1111,0.2914,105179428
2014年07月,雲林縣,198658972,82,0.8271,41518401,2394,0.1729,240177373
2014年07月,嘉義縣,43447740,57,0.5262,39119444,2092,0.4738,82567184
2014年07月,屏東縣,59789264,111,0.6159,37284662,1824,0.3841,97073926
2014年07月,台東縣,8123900,3,0.7808,2280388,367,0.2192,10404288
2014年07月,花蓮縣,81796200,21,0.8594,13382814,582,0.1406,95179014
2014年07月,基隆市,12874949,18,0.5885,9003143,387,0.4115,21878092
2014年07月,新竹市,695514411,130,0.9571,31177353,1727,0.0429,726691764
2014年07月,嘉義市,2616720,4,0.3135,5729522,662,0.6865,8346242
2014年07月,澎湖縣,1547200,1,0.3885,2435690,272,0.6115,3982890
2014年07月,金門縣,2072400,2,0.5676,1578459,181,0.4324,3650859
2014年07月,連江縣,0,0,0,593827,60,1,593827
2014年07月,合計,7838348224,3550,0.8216,1702172814,83619,0.1784,9540521038
2014年06月,合計,7702709227,3531,0.8267,1614237168,83569,0.1733,9316946395
2014年06月,新北市,213235853,224,0.4741,236546671,14379,0.5259,449782524
2014年06月,台北市,23896620,24,0.5765,17552443,1787,0.4235,41449063
2014年06月,桃園市,1354492196,763,0.8379,262059092,6974,0.1621,1616551288
2014年06月,台中市,911778694,390,0.7968,232525342,10967,0.2032,1144304036
2014年06月,台南市,1341453518,432,0.8702,200043855,11166,0.1298,1541497373
2014年06月,高雄市,1173860928,503,0.8793,161074322,6337,0.1207,1334935250
2014年06月,宜蘭縣,106426214,61,0.7938,27637194,1376,0.2062,134063408
2014年06月,新竹縣,514345459,217,0.9062,53232454,1513,0.0938,567577913
2014年06月,苗栗縣,401647348,144,0.9111,39180036,1311,0.0889,440827384
2014年06月,彰化縣,294442600,262,0.6211,179628227,16102,0.3789,474070827
2014年06月,南投縣,69188040,86,0.7103,28212180,1110,0.2897,97400220
2014年06月,雲林縣,190347997,83,0.827,39814342,2388,0.173,230162339
2014年06月,嘉義縣,40528580,55,0.5099,38958654,2097,0.4901,79487234
2014年06月,屏東縣,85917788,112,0.7102,35058985,1826,0.2898,120976773
