日期,縣市,800KW以上售電量(度),800KW以上抄表戶數,800KW以上用電佔比(%),小於800KW售電量(度),小於800KW抄表戶數,小於800KW用電佔比(%),合計
2013年02月,屏東縣,39797180,104,0.6256,23816907,1852,0.3744,63614087
2013年02月,台東縣,5657900,3,0.7536,1849891,376,0.2464,7507791
2013年02月,花蓮縣,70982856,19,0.8719,10428318,591,0.1281,81411174
2013年02月,基隆市,8194700,17,0.5843,5830376,388,0.4157,14025076
2013年02月,新竹市,510420262,132,0.964,19073561,1769,0.036,529493823
2013年02月,嘉義市,1763200,4,0.3098,3927476,666,0.6902,5690676
2013年02月,澎湖縣,1222400,1,0.4084,1770832,278,0.5916,2993232
2013年02月,金門縣,526400,2,0.3411,1016967,177,0.6589,1543367
2013年02月,連江縣,0,0,0,375988,59,1,375988
2013年02月,合計,5625116509,3469,0.8344,1116472197,83463,0.1656,6741588706
2013年01月,新北市,220050586,224,0.5147,207457450,14372,0.4853,427508036
2013年01月,台北市,23971620,25,0.6019,15853525,1876,0.3981,39825145
2013年01月,桃園市,1356143090,742,0.8394,259497855,6815,0.1606,1615640945
2013年01月,台中市,960817581,389,0.8219,208161160,10901,0.1781,1168978741
2013年01月,台南市,1239163655,421,0.8688,187129339,11217,0.1312,1426292994
2013年01月,高雄市,1274765909,490,0.8937,151549907,6260,0.1063,1426315816
2013年01月,宜蘭縣,122569314,64,0.834,24403828,1327,0.166,146973142
2013年01月,新竹縣,504779269,210,0.9111,49242239,1469,0.0889,554021508
2013年01月,苗栗縣,408423719,143,0.9136,38628125,1319,0.0864,447051844
2013年01月,彰化縣,316322428,253,0.6427,175853796,16204,0.3573,492176224
2013年01月,南投縣,64036300,83,0.6907,28669843,1110,0.3093,92706143
2013年01月,雲林縣,206111200,81,0.8558,34728222,2400,0.1442,240839422
2013年01月,嘉義縣,40749620,61,0.5328,35732340,2071,0.4672,76481960
2013年01月,屏東縣,55417502,104,0.6408,31064104,1856,0.3592,86481606
2013年01月,台東縣,9667600,3,0.8086,2288014,376,0.1914,11955614
2013年01月,花蓮縣,92791100,19,0.8754,13207019,594,0.1246,105998119
2013年01月,基隆市,11999443,17,0.6146,7523129,386,0.3854,19522572
2013年01月,新竹市,637535061,132,0.9646,23389602,1770,0.0354,660924663
2013年01月,嘉義市,2593280,4,0.3608,4594805,667,0.6392,7188085
2013年01月,澎湖縣,1576000,1,0.4316,2075137,278,0.5684,3651137
2013年01月,金門縣,747600,2,0.3791,1224416,179,0.6209,1972016
2013年01月,連江縣,0,0,0,456455,59,1,456455
2013年01月,合計,7550231877,3468,0.834,1502730310,83506,0.166,9052962187
2012年12月,新北市,187654348,224,0.4855,198854013,14382,0.5145,386508361
2012年12月,台北市,20228420,25,0.5631,15693299,1882,0.4369,35921719
2012年12月,桃園市,1140322751,745,0.8311,231751930,6812,0.1689,1372074681
2012年12月,台中市,814885987,389,0.812,188727330,10901,0.188,1003613317
2012年12月,台南市,1035610304,421,0.8564,173679822,11226,0.1436,1209290126
2012年12月,高雄市,1074006799,489,0.8828,142590235,6251,0.1172,1216597034
2012年12月,宜蘭縣,95984619,64,0.8174,21437371,1327,0.1826,117421990
2012年12月,新竹縣,419577849,209,0.9062,43444327,1472,0.0938,463022176
2012年12月,苗栗縣,333151878,141,0.9089,33397292,1320,0.0911,366549170
2012年12月,彰化縣,261545628,254,0.625,156956691,16206,0.375,418502319
2012年12月,南投縣,50919480,83,0.6675,25358672,1114,0.3325,76278152
2012年12月,雲林縣,166244500,80,0.8416,31300110,2403,0.1584,197544610
2012年12月,嘉義縣,35157940,61,0.4873,36994092,2073,0.5127,72152032
2012年12月,屏東縣,48050388,107,0.6342,27711650,1851,0.3658,75762038
2012年12月,台東縣,7904200,3,0.7849,2165606,375,0.2151,10069806
2012年12月,花蓮縣,72501600,19,0.8654,11272361,594,0.1346,83773961
2012年12月,基隆市,9490500,17,0.5826,6799650,388,0.4174,16290150
2012年12月,新竹市,529378018,132,0.9586,22859496,1772,0.0414,552237514
2012年12月,嘉義市,2195200,4,0.33,4456577,667,0.67,6651777
2012年12月,澎湖縣,1350000,1,0.4049,1984558,279,0.5951,3334558
2012年12月,金門縣,655600,2,0.3585,1173236,175,0.6415,1828836
2012年12月,連江縣,0,0,0,395157,59,1,395157
2012年12月,合計,6306816009,3470,0.8206,1379003475,83529,0.1794,7685819484
2012年11月,新北市,202346133,224,0.4771,221801397,14386,0.5229,424147530
2012年11月,台北市,22901960,25,0.5694,17321916,1883,0.4306,40223876
2012年11月,桃園市,1254391673,746,0.8348,248314018,6806,0.1652,1502705691
2012年11月,台中市,866443134,389,0.8073,206787962,10908,0.1927,1073231096
2012年11月,台南市,1140984635,419,0.8571,190220896,11242,0.1429,1331205531
2012年11月,高雄市,1190373875,490,0.8804,161703443,6243,0.1196,1352077318
2012年11月,宜蘭縣,101094940,64,0.8059,24349449,1326,0.1941,125444389
2012年11月,新竹縣,459903584,209,0.9071,47104758,1473,0.0929,507008342
2012年11月,苗栗縣,351343395,142,0.9069,36050038,1322,0.0931,387393433
2012年11月,彰化縣,280523331,255,0.6252,168150327,16225,0.3748,448673658
2012年11月,南投縣,58070660,82,0.6727,28257779,1118,0.3273,86328439
2012年11月,雲林縣,178682680,80,0.8395,34150372,2406,0.1605,212833052
2012年11月,嘉義縣,38440980,62,0.5143,36304797,2068,0.4857,74745777
2012年11月,屏東縣,54359734,105,0.6372,30946155,1853,0.3628,85305889
2012年11月,台東縣,8142200,3,0.7739,2378712,376,0.2261,10520912
2012年11月,花蓮縣,87932210,19,0.8739,12686571,593,0.1261,100618781
2012年11月,基隆市,11287350,18,0.5908,7817418,387,0.4092,19104768
2012年11月,新竹市,582034789,133,0.9589,24955841,1776,0.0411,606990630
2012年11月,嘉義市,2267800,4,0.316,4908881,668,0.684,7176681
2012年11月,澎湖縣,1434000,1,0.3998,2152789,280,0.6002,3586789
2012年11月,金門縣,915600,2,0.4179,1275588,175,0.5821,2191188
2012年11月,連江縣,0,0,0,363048,59,1,363048
2012年11月,合計,6893874663,3472,0.8205,1508002155,83573,0.1795,8401876818
2012年10月,新北市,227340037,227,0.4909,235799054,14366,0.5091,463139091
2012年10月,台北市,26134540,25,0.5805,18890045,1892,0.4195,45024585
2012年10月,桃園市,1385813466,749,0.843,258090550,6795,0.157,1643904016
2012年10月,台中市,948676554,389,0.8124,219028599,10902,0.1876,1167705153
2012年10月,台南市,1257726052,418,0.8651,196102513,11242,0.1349,1453828565
2012年10月,高雄市,1305900075,490,0.8874,165642480,6232,0.1126,1471542555
2012年10月,宜蘭縣,118075500,64,0.8245,25125524,1324,0.1755,143201024
2012年10月,新竹縣,516327393,207,0.9084,52041381,1467,0.0916,568368774
2012年10月,苗栗縣,396675959,142,0.9134,37622232,1317,0.0866,434298191
2012年10月,彰化縣,311543408,255,0.643,172984060,16230,0.357,484527468
2012年10月,南投縣,61493139,80,0.6741,29724087,1119,0.3259,91217226
2012年10月,雲林縣,201038160,81,0.8466,36425855,2402,0.1534,237464015
2012年10月,嘉義縣,41964860,62,0.5229,38285825,2070,0.4771,80250685
2012年10月,屏東縣,64426898,107,0.668,32014698,1846,0.332,96441596
2012年10月,台東縣,9468000,3,0.7976,2402650,376,0.2024,11870650
2012年10月,花蓮縣,92345600,19,0.8748,13216458,594,0.1252,105562058
2012年10月,基隆市,11538100,18,0.5806,8336139,383,0.4194,19874239
2012年10月,新竹市,648836762,132,0.9597,27242041,1776,0.0403,676078803
2012年10月,嘉義市,2176520,4,0.2849,5463246,670,0.7151,7639766
2012年10月,澎湖縣,1562800,1,0.4087,2260739,280,0.5913,3823539
2012年10月,金門縣,1540000,2,0.5155,1447252,175,0.4845,2987252
2012年10月,連江縣,0,0,0,437913,59,1,437913
2012年10月,合計,7630603823,3475,0.8286,1578583341,83517,0.1714,9209187164
2012年09月,新北市,202109020,227,0.4541,242926040,14376,0.5459,445035060
2012年09月,台北市,23765500,25,0.5401,20234554,1885,0.4599,44000054
2012年09月,桃園市,1238208262,747,0.8309,251994755,6779,0.1691,1490203017
2012年09月,台中市,804842888,390,0.7902,213661398,10908,0.2098,1018504286
2012年09月,台南市,1103905381,419,0.853,190243753,11249,0.147,1294149134
2012年09月,高雄市,1060190381,493,0.8786,146468299,6231,0.1214,1206658680
2012年09月,宜蘭縣,102760020,64,0.807,24568356,1322,0.193,127328376
2012年09月,新竹縣,470003033,210,0.9028,50599503,1457,0.0972,520602536
2012年09月,苗栗縣,336532818,142,0.9035,35933515,1317,0.0965,372466333
2012年09月,彰化縣,273643276,256,0.6208,167125782,16248,0.3792,440769058
2012年09月,南投縣,55480180,80,0.6703,27285870,1123,0.3297,82766050
2012年09月,雲林縣,175036620,82,0.8343,34769548,2402,0.1657,209806168
2012年09月,嘉義縣,38059060,61,0.4955,38748090,2072,0.5045,76807150
2012年09月,屏東縣,86530320,107,0.7417,30132584,1845,0.2583,116662904
2012年09月,台東縣,7545100,3,0.7619,2357355,372,0.2381,9902455
2012年09月,花蓮縣,71583500,19,0.8572,11928393,595,0.1428,83511893
2012年09月,基隆市,10864137,18,0.56,8535085,383,0.44,19399222
2012年09月,新竹市,572627296,132,0.9526,28473328,1773,0.0474,601100624
2012年09月,嘉義市,1882120,4,0.2621,5298474,674,0.7379,7180594
2012年09月,澎湖縣,1293600,1,0.3613,2286588,280,0.6387,3580188
2012年09月,金門縣,1691600,2,0.5482,1394321,174,0.4518,3085921
2012年09月,連江縣,0,0,0,455623,59,1,455623
2012年09月,合計,6638554112,3482,0.8122,1535421214,83524,0.1878,8173975326
2012年08月,新北市,238071821,229,0.4777,260277707,14364,0.5223,498349528
2012年08月,台北市,28391020,26,0.5669,21692207,1890,0.4331,50083227
2012年08月,桃園市,1413215787,747,0.8345,280190553,6775,0.1655,1693406340
2012年08月,台中市,949647688,390,0.802,234438853,10915,0.198,1184086541
2012年08月,台南市,1245246528,417,0.858,206035862,11245,0.142,1451282390
2012年08月,高雄市,1233560559,493,0.8857,159253555,6232,0.1143,1392814114
2012年08月,宜蘭縣,108397912,64,0.8033,26536525,1325,0.1967,134934437
2012年08月,新竹縣,542343497,210,0.9063,56068733,1459,0.0937,598412230
2012年08月,苗栗縣,381317440,141,0.9049,40070082,1315,0.0951,421387522
2012年08月,彰化縣,313017108,256,0.6358,179337788,16259,0.3642,492354896
2012年08月,南投縣,62452769,79,0.6708,30645578,1126,0.3292,93098347
2012年08月,雲林縣,192338280,81,0.834,38290629,2406,0.166,230628909
2012年08月,嘉義縣,43517980,60,0.5494,35689601,2075,0.4506,79207581
2012年08月,屏東縣,84369000,107,0.7243,32116569,1843,0.2757,116485569
2012年08月,台東縣,8895700,3,0.7799,2510070,372,0.2201,11405770
2012年08月,花蓮縣,82358400,19,0.8659,12755864,599,0.1341,95114264
2012年08月,基隆市,13162500,18,0.5984,8831851,384,0.4016,21994351
2012年08月,新竹市,656016924,133,0.9558,30307343,1778,0.0442,686324267
2012年08月,嘉義市,2215200,4,0.2854,5545297,675,0.7146,7760497
2012年08月,澎湖縣,1553600,1,0.3852,2479737,281,0.6148,4033337
2012年08月,金門縣,2036800,2,0.5764,1496800,172,0.4236,3533600
2012年08月,連江縣,0,0,0,497283,59,1,497283
2012年08月,合計,7602126513,3480,0.8203,1665068487,83549,0.1797,9267195000
2012年07月,新北市,227567460,231,0.4769,249570580,14365,0.5231,477138040
2012年07月,台北市,27725400,27,0.5761,20397613,1897,0.4239,48123013
2012年07月,桃園市,1387028631,753,0.8385,267167128,6770,0.1615,1654195759
2012年07月,台中市,877776332,391,0.7926,229748385,10919,0.2074,1107524717
2012年07月,台南市,1263103365,419,0.8628,200876393,11240,0.1372,1463979758
2012年07月,高雄市,1193311717,490,0.8821,159466358,6244,0.1179,1352778075
2012年07月,宜蘭縣,119441260,64,0.817,26752883,1322,0.183,146194143
2012年07月,新竹縣,543625746,211,0.8984,61464576,1464,0.1016,605090322
2012年07月,苗栗縣,370814765,141,0.9028,39936231,1315,0.0972,410750996
2012年07月,彰化縣,291467499,254,0.6304,170915507,16263,0.3696,462383006
2012年07月,南投縣,59879204,78,0.6629,30451082,1129,0.3371,90330286
2012年07月,雲林縣,191551000,80,0.8363,37503363,2412,0.1637,229054363
2012年07月,嘉義縣,45043040,60,0.5364,38930146,2074,0.4636,83973186
2012年07月,屏東縣,99141935,106,0.7575,31731039,1842,0.2425,130872974
2012年07月,台東縣,8893100,3,0.7784,2531832,373,0.2216,11424932
2012年07月,花蓮縣,89634400,19,0.8735,12975046,602,0.1265,102609446
2012年07月,基隆市,11896196,17,0.57,8974146,390,0.43,20870342
2012年07月,新竹市,656264045,132,0.9578,28940915,1776,0.0422,685204960
2012年07月,嘉義市,2586480,4,0.3238,5401533,674,0.6762,7988013
2012年07月,澎湖縣,1362000,1,0.3621,2399068,281,0.6379,3761068
2012年07月,金門縣,1862800,2,0.5812,1342188,171,0.4188,3204988
2012年07月,連江縣,0,0,0,468835,59,1,468835
2012年07月,合計,7469976375,3483,0.8211,1627944847,83582,0.1789,9097921222
2012年06月,合計,7905474332,3467,0.8299,1620264479,83621,0.1701,9525738811
2012年06月,新北市,208094540,230,0.474,230953990,14369,0.526,439048530
2012年06月,台北市,24773500,27,0.5692,18752436,1902,0.4308,43525936
2012年06月,桃園市,1257038562,752,0.8355,247556315,6751,0.1645,1504594877
2012年06月,台中市,836725072,388,0.7947,216120846,10914,0.2053,1052845918
2012年06月,台南市,1126882524,418,0.8557,190101746,11240,0.1443,1316984270
2012年06月,高雄市,1130376291,487,0.8835,149071289,6238,0.1165,1279447580
2012年06月,宜蘭縣,100944300,64,0.8129,23228424,1321,0.1871,124172724
2012年06月,新竹縣,483136225,212,0.9071,49479450,1475,0.0929,532615675
2012年06月,苗栗縣,362625160,141,0.9038,38579959,1305,0.0962,401205119
2012年06月,彰化縣,277550866,253,0.6261,165735571,16270,0.3739,443286437
2012年06月,南投縣,56714780,80,0.6693,28016897,1128,0.3307,84731677
2012年06月,雲林縣,173825460,80,0.8303,35534617,2419,0.1697,209360077
2012年06月,嘉義縣,37733240,58,0.5154,35476907,2070,0.4846,73210147
2012年06月,屏東縣,77256047,105,0.7207,29942579,1835,0.2793,107198626
2012年06月,台東縣,8339100,3,0.7949,2151980,372,0.2051,10491080
2012年06月,花蓮縣,70132700,19,0.8532,12067705,597,0.1468,82200405
2012年06月,基隆市,10922900,17,0.5719,8175569,395,0.4281,19098469
2012年06月,新竹市,591426760,131,0.9552,27720748,1781,0.0448,619147508
2012年06月,嘉義市,2379920,4,0.3109,5274958,675,0.6891,7654878
2012年06月,澎湖縣,1325200,1,0.3918,2057247,282,0.6082,3382447
2012年06月,金門縣,1524000,2,0.5464,1265285,170,0.4536,2789285
2012年06月,連江縣,0,0,0,387045,59,1,387045
2012年06月,合計,6839727147,3472,0.8184,1517651563,83568,0.1816,8357378710
2012年05月,新北市,233525220,228,0.5001,233423285,14360,0.4999,466948505
2012年05月,台北市,26465960,26,0.588,18544825,1911,0.412,45010785
2012年05月,桃園市,1471727545,757,0.8472,265486174,6738,0.1528,1737213719
2012年05月,台中市,966022448,387,0.8098,226874503,10924,0.1902,1192896951
2012年05月,台南市,1302616712,420,0.8645,204204648,11253,0.1355,1506821360
2012年05月,高雄市,1338355091,485,0.8931,160211252,6238,0.1069,1498566343
2012年05月,宜蘭縣,127954980,63,0.8261,26927586,1323,0.1739,154882566
2012年05月,新竹縣,549651317,212,0.9142,51613616,1469,0.0858,601264933
2012年05月,苗栗縣,428830944,141,0.9079,43515348,1307,0.0921,472346292
2012年05月,彰化縣,290758790,253,0.6232,175790829,16292,0.3768,466549619
2012年05月,南投縣,65866100,78,0.6807,30891468,1129,0.3193,96757568
2012年05月,雲林縣,199015520,80,0.8393,38111858,2426,0.1607,237127378
2012年05月,嘉義縣,45682240,57,0.477,50078415,2078,0.523,95760655
2012年05月,屏東縣,81665016,105,0.712,33027407,1836,0.288,114692423
2012年05月,台東縣,9883200,3,0.8038,2412538,375,0.1962,12295738
2012年05月,花蓮縣,85830300,19,0.8624,13692889,599,0.1376,99523189
2012年05月,基隆市,11874049,16,0.5859,8390925,397,0.4141,20264974
2012年05月,新竹市,663776460,130,0.9595,27992079,1780,0.0405,691768539
2012年05月,嘉義市,2746840,4,0.3493,5117107,676,0.6507,7863947
2012年05月,澎湖縣,1670000,1,0.4318,2197559,281,0.5682,3867559
2012年05月,金門縣,1555600,2,0.5448,1299532,170,0.4552,2855132
2012年05月,連江縣,0,0,0,460636,59,1,460636
2012年04月,新北市,203310955,228,0.4879,213415540,14377,0.5121,416726495
2012年04月,台北市,22907440,26,0.5779,16733972,1904,0.4221,39641412
2012年04月,桃園市,1262328389,755,0.8397,240941259,6716,0.1603,1503269648
2012年04月,台中市,841176543,381,0.8017,208022728,10929,0.1983,1049199271
2012年04月,台南市,1125237731,424,0.8586,185244059,11252,0.1414,1310481790
2012年04月,高雄市,1202876499,486,0.888,151773410,6224,0.112,1354649909
2012年04月,宜蘭縣,103681900,64,0.8056,25027472,1316,0.1944,128709372
2012年04月,新竹縣,472102949,211,0.9116,45787357,1465,0.0884,517890306
2012年04月,苗栗縣,379483022,141,0.9142,35614184,1310,0.0858,415097206
2012年04月,彰化縣,243746624,255,0.5972,164429181,16303,0.4028,408175805
2012年04月,南投縣,56323140,77,0.6669,28127079,1130,0.3331,84450219
2012年04月,雲林縣,173520700,79,0.8333,34701486,2428,0.1667,208222186
2012年04月,嘉義縣,43805180,56,0.5217,40162747,2079,0.4783,83967927
2012年04月,屏東縣,54260016,106,0.6445,29931210,1835,0.3555,84191226
2012年04月,台東縣,8666900,3,0.7983,2189750,375,0.2017,10856650
2012年04月,花蓮縣,80845200,18,0.8677,12328383,602,0.1323,93173583
2012年04月,基隆市,10712900,16,0.584,7632075,398,0.416,18344975
2012年04月,新竹市,567135300,131,0.9576,25092024,1783,0.0424,592227324
2012年04月,嘉義市,2177400,4,0.3074,4906633,678,0.6926,7084033
2012年04月,澎湖縣,1365600,1,0.4168,1910783,278,0.5832,3276383
2012年04月,金門縣,994400,2,0.4642,1147884,168,0.5358,2142284
2012年04月,連江縣,0,0,0,401022,59,1,401022
2012年04月,合計,6856658788,3464,0.8229,1475520238,83609,0.1771,8332179026
2012年03月,新北市,236026109,227,0.5265,212227121,14386,0.4735,448253230
2012年03月,台北市,26718080,26,0.6177,16538939,1911,0.3823,43257019
2012年03月,桃園市,1427721706,760,0.8475,256899960,6705,0.1525,1684621666
2012年03月,台中市,961390891,381,0.8152,218005594,10952,0.1848,1179396485
2012年03月,台南市,1279369626,424,0.8689,192965457,11246,0.1311,1472335083
2012年03月,高雄市,1393229347,489,0.8865,178308482,6224,0.1135,1571537829
2012年03月,宜蘭縣,122630438,66,0.8384,23639371,1316,0.1616,146269809
2012年03月,新竹縣,521686220,211,0.9178,46717644,1467,0.0822,568403864
2012年03月,苗栗縣,441465705,140,0.921,37847649,1307,0.079,479313354
2012年03月,彰化縣,278302348,250,0.6203,170345661,16314,0.3797,448648009
2012年03月,南投縣,61847100,77,0.6716,30236327,1127,0.3284,92083427
2012年03月,雲林縣,196139560,80,0.8453,35889279,2420,0.1547,232028839
2012年03月,嘉義縣,40319380,56,0.4632,46720228,2076,0.5368,87039608
2012年03月,屏東縣,60332096,104,0.658,31352482,1829,0.342,91684578
2012年03月,台東縣,9855600,3,0.8078,2344273,375,0.1922,12199873
2012年03月,花蓮縣,93245341,18,0.8773,13046689,602,0.1227,106292030
2012年03月,基隆市,12647786,16,0.6222,7680367,395,0.3778,20328153
2012年03月,新竹市,640452160,131,0.9632,24468359,1780,0.0368,664920519
2012年03月,嘉義市,2627720,4,0.365,4570765,680,0.635,7198485
2012年03月,澎湖縣,1706800,1,0.4639,1972552,277,0.5361,3679352
2012年03月,金門縣,723200,2,0.3708,1227207,168,0.6292,1950407
2012年03月,連江縣,0,0,0,494964,59,1,494964
2012年03月,合計,7808437213,3466,0.8341,1553499370,83616,0.1659,9361936583
2012年02月,新北市,162537867,230,0.4848,172750503,14391,0.5152,335288370
2012年02月,台北市,18646260,26,0.5667,14254750,1916,0.4333,32901010
2012年02月,桃園市,1012746478,761,0.8314,205445353,6695,0.1686,1218191831
2012年02月,台中市,658017880,379,0.7953,169339901,10944,0.2047,827357781
2012年02月,台南市,895251179,425,0.8532,154016602,11246,0.1468,1049267781
2012年02月,高雄市,955938846,485,0.8801,130175852,6225,0.1199,1086114698
2012年02月,宜蘭縣,81535127,66,0.8163,18349673,1318,0.1837,99884800
2012年02月,新竹縣,364825539,210,0.8932,43609483,1468,0.1068,408435022
2012年02月,苗栗縣,308356047,141,0.9154,28499608,1301,0.0846,336855655
2012年02月,彰化縣,215171024,250,0.614,135254009,16327,0.386,350425033
2012年02月,南投縣,41982460,77,0.6439,23218972,1128,0.3561,65201432
2012年02月,雲林縣,134642800,80,0.8267,28224000,2418,0.1733,162866800
2012年02月,嘉義縣,28137998,57,0.4594,33106033,2073,0.5406,61244031
2012年02月,屏東縣,40207020,102,0.6159,25073792,1834,0.3841,65280812
2012年02月,台東縣,6810700,3,0.7681,2056511,374,0.2319,8867211
2012年02月,花蓮縣,64776912,18,0.8621,10360054,600,0.1379,75136966
2012年02月,基隆市,8689400,18,0.5879,6090576,394,0.4121,14779976
2012年02月,新竹市,444443817,131,0.9564,20265854,1786,0.0436,464709671
2012年02月,嘉義市,1721200,4,0.2985,4044108,687,0.7015,5765308
2012年02月,澎湖縣,1255200,1,0.4371,1616488,277,0.5629,2871688
2012年02月,金門縣,530000,2,0.3456,1003558,167,0.6544,1533558
2012年02月,連江縣,0,0,0,352008,59,1,352008
2012年02月,合計,5446223754,3466,0.8161,1227107688,83628,0.1839,6673331442
2012年01月,新北市,187284300,230,0.5077,181612322,14397,0.4923,368896622
2012年01月,台北市,24233880,26,0.6151,15166394,1922,0.3849,39400274
2012年01月,桃園市,1198875167,760,0.8475,215675733,6698,0.1525,1414550900
2012年01月,台中市,818714952,376,0.8238,175118235,10956,0.1762,993833187
2012年01月,台南市,1124289064,424,0.8782,155936195,11252,0.1218,1280225259
2012年01月,高雄市,1140379317,484,0.892,138017485,6223,0.108,1278396802
2012年01月,宜蘭縣,102738720,66,0.8408,19445859,1319,0.1592,122184579
2012年01月,新竹縣,464849256,211,0.9167,42222824,1466,0.0833,507072080
2012年01月,苗栗縣,352171138,142,0.9192,30962996,1306,0.0808,383134134
2012年01月,彰化縣,272526650,250,0.6576,141881140,16335,0.3424,414407790
2012年01月,南投縣,48323160,75,0.6681,24008015,1132,0.3319,72331175
2012年01月,雲林縣,174983585,81,0.8556,29538105,2420,0.1444,204521690
2012年01月,嘉義縣,31553280,56,0.4804,34127643,2072,0.5196,65680923
2012年01月,屏東縣,47719720,104,0.6425,26551695,1831,0.3575,74271415
2012年01月,台東縣,7777200,3,0.7703,2319389,373,0.2297,10096589
2012年01月,花蓮縣,93576800,17,0.8769,13133147,600,0.1231,106709947
2012年01月,基隆市,10819040,18,0.6082,6970553,394,0.3918,17789593
2012年01月,新竹市,593285710,131,0.965,21496540,1790,0.035,614782250
2012年01月,嘉義市,1798600,4,0.3043,4111565,686,0.6957,5910165
2012年01月,澎湖縣,1638800,1,0.4802,1773592,285,0.5198,3412392
2012年01月,金門縣,589200,2,0.3356,1166283,167,0.6644,1755483
2012年01月,連江縣,0,0,0,433582,59,1,433582
2012年01月,合計,6698127539,3461,0.8394,1281669292,83683,0.1606,7979796831
