round_epochs,val_loss,val_mae,val_f1score,loss,mae,f1score,lr,batch_size,dropout,layer_1_node,layer_2_node,layer_3_node,losses,lr_reduce_rate
190,0.003530679354444146,0.046965405344963074,0.4378889799118042,0.004374719165755075,0.052388407,0.4812065,1.0000001e-09,32,0.3,400,50,50,mean_squared_error,0.01
175,0.0020741987694054844,0.03496266528964043,0.4771963357925415,0.0017231064830452436,0.032191902,0.43255672,1.0000001e-07,32,0.3,300,400,400,mean_squared_error,0.01
165,0.002936420403420925,0.0417511984705925,0.4508688449859619,0.0023024265829656265,0.036818247,0.41995794,1e-09,32,0.1,50,50,300,mean_squared_error,0.001
191,0.0015691174939274789,0.029329413548111916,0.4744500517845154,0.0009968021530906911,0.023984026,0.44669652,6.25e-05,16,0.1,50,100,400,mean_squared_error,0.5
168,0.0024270569160580635,0.03655455261468887,0.4633347988128662,0.001858542190256937,0.032461308,0.44749114,1.0000001e-11,32,0.0,50,200,200,mean_squared_error,0.01
246,0.003476537996903062,0.04379679262638092,0.43868735432624817,0.0036247105608364456,0.04646951,0.48293397,1.0000001e-08,64,0.1,50,200,50,mean_squared_error,0.1
158,0.002302295845001936,0.03551454469561577,0.4766346216201782,0.0018174563418401775,0.032487128,0.48127234,1.0000001e-07,32,0.1,200,300,200,mean_squared_error,0.01
211,0.0022337847016751767,0.03587973490357399,0.43236681818962097,0.002243819775657193,0.03699654,0.43758813,1.0000001e-08,16,0.3,300,50,100,mean_squared_error,0.1
304,0.0020878335926681757,0.034297436475753784,0.4610051214694977,0.0013321553551921732,0.027127631,0.45362788,1e-18,128,0.0,100,100,100,mean_squared_error,0.001
172,0.0035285877529531717,0.04558386653661728,0.4337348937988281,0.0033256896146114726,0.04501781,0.49374187,1.0000001e-07,64,0.3,200,400,400,mean_squared_error,0.1
140,0.0037136292085051537,0.04569140076637268,0.4383561313152313,0.003628020863440759,0.04698425,0.39280653,1.0000001e-07,64,0.1,300,100,100,mean_squared_error,0.01
315,0.002424392616376281,0.036661405116319656,0.4540727436542511,0.0017088351271544087,0.030631592,0.48106247,2.1870001e-07,64,0.0,200,300,300,mean_squared_error,0.3
241,0.0028315389063209295,0.040014371275901794,0.4455958306789398,0.002004697936782012,0.03363317,0.48571935,1.0000001e-11,64,0.0,100,50,300,mean_squared_error,0.01
274,0.0020273770205676556,0.03499636426568031,0.45724254846572876,0.0018242491113088346,0.033164185,0.45232266,1.0000001e-09,128,0.3,400,100,400,mean_squared_error,0.01
274,0.0023792132269591093,0.03614478185772896,0.4575389623641968,0.001957104720780937,0.034216534,0.45694247,6.25e-05,128,0.2,50,200,200,mean_squared_error,0.5
271,0.0015937410295009612,0.02969672903418541,0.4933554232120514,0.0012315533432190645,0.02690461,0.46033868,2.43e-06,32,0.2,300,100,300,mean_squared_error,0.3
190,0.0018273109197616576,0.03054777905344963,0.4482247233390808,0.001087514236092335,0.024323389,0.46020225,1.0000001e-11,16,0.0,50,400,100,mean_squared_error,0.01
223,0.001654705861583352,0.02961728349328041,0.4733571410179138,0.0011410922132783004,0.025984699,0.4576757,3.125e-05,16,0.2,100,400,100,mean_squared_error,0.5
213,0.0023870248161256312,0.037245772778987885,0.4680357575416565,0.0023077412657253027,0.037142172,0.43198577,1.0000001e-11,32,0.1,400,50,50,mean_squared_error,0.01
186,0.002530204514041543,0.03761393949389458,0.4775236248970032,0.0020372454919136713,0.034038343,0.42566985,1.0000001e-08,32,0.1,50,100,400,mean_squared_error,0.1
235,0.0035571185871958733,0.04441012069582939,0.4391079843044281,0.003945266921539897,0.048921894,0.49193913,8.1e-06,64,0.2,50,200,100,mean_squared_error,0.3
167,0.0015397208649665117,0.029198303818702698,0.47703447937965393,0.0010957788841442137,0.025176946,0.46744385,1.0000001e-08,16,0.1,300,400,300,mean_squared_error,0.1
129,0.0028836130164563655,0.04235649108886719,0.4639293849468231,0.0024698029880521858,0.038467895,0.40834183,1e-09,32,0.2,300,100,300,mean_squared_error,0.001
281,0.0023847310803830624,0.03754136711359024,0.4537521302700043,0.0019536774550027365,0.034095153,0.46649867,1.0000001e-06,128,0.2,100,50,300,mean_squared_error,0.1
268,0.0027625304646790028,0.03943302482366562,0.4548610746860504,0.0027291960137914907,0.040617008,0.4596279,2.43e-06,64,0.3,400,400,300,mean_squared_error,0.3
202,0.0018859453313052653,0.033183589577674866,0.4741807281970978,0.001645265523041443,0.031439196,0.48139963,1e-18,16,0.1,400,50,50,mean_squared_error,0.001
237,0.0014711220376193523,0.029204290360212326,0.47109124064445496,0.0013532206301529682,0.028619954,0.46936694,1.0000001e-07,16,0.2,400,400,50,mean_squared_error,0.1
261,0.0016247123712673783,0.029981937259435654,0.4626086354255676,0.002110263902615167,0.03581202,0.45873755,1.0000001e-11,128,0.1,200,400,50,mean_squared_error,0.01
379,0.0014893838670104742,0.029594244435429573,0.46341457962989807,0.0010807678634446023,0.024433922,0.45718393,9.765625e-07,128,0.0,300,50,200,mean_squared_error,0.5
196,0.0020143790915608407,0.03295326977968216,0.47846320271492004,0.0016033551448288235,0.03036488,0.4467415,1.0000001e-11,32,0.2,100,300,400,mean_squared_error,0.01
274,0.001520208828151226,0.029272213578224182,0.48888349533081055,0.0012202328242120937,0.02682808,0.47619253,3.90625e-06,16,0.3,400,100,200,mean_squared_error,0.5
173,0.0021340740006417034,0.03434470668435097,0.46212249994277954,0.002292738743084908,0.036775112,0.4245366,1.0000001e-11,32,0.2,300,400,100,mean_squared_error,0.01
367,0.0015890992945060134,0.029995892196893692,0.4652777314186096,0.0010720308624930838,0.024227021,0.40562257,7.29e-07,64,0.0,300,300,50,mean_squared_error,0.3
340,0.0019125455291941762,0.032735325396060944,0.46073293685913086,0.001446661887066086,0.028559728,0.4872728,7.29e-07,64,0.0,300,50,50,mean_squared_error,0.3
215,0.001292618429288268,0.02744033746421337,0.4931303858757019,0.0009542865935870693,0.023648852,0.46711707,2.43e-06,16,0.1,300,50,300,mean_squared_error,0.3
271,0.001750755305401981,0.030957305803894997,0.493844211101532,0.0010151443582957398,0.023300808,0.4694173,7.8125e-06,32,0.0,50,400,300,mean_squared_error,0.5
160,0.001813585702329874,0.032319020479917526,0.4741872549057007,0.001281275433505821,0.02726562,0.443086,1e-12,32,0.0,200,300,300,mean_squared_error,0.001
255,0.001811449583619833,0.03205595910549164,0.4899757504463196,0.0011893662302298492,0.02613974,0.43998656,2.1870001e-07,16,0.0,50,50,100,mean_squared_error,0.3
232,0.0026876893360167744,0.038789864629507065,0.4625558853149414,0.002769504495396513,0.040841535,0.45905733,1e-18,32,0.2,50,200,100,mean_squared_error,0.001
216,0.0038470805156975985,0.047783013433218,0.4328097105026245,0.0037133489799725185,0.04726209,0.41515946,2.43e-06,64,0.3,100,50,400,mean_squared_error,0.3
232,0.002210390055552125,0.03460756689310074,0.458333283662796,0.0020585064221389244,0.03431855,0.47293365,1e-18,128,0.2,300,400,400,mean_squared_error,0.001
186,0.00360586354508996,0.043835196644067764,0.47440269589424133,0.0030766136753466186,0.042399257,0.41209677,1e-18,64,0.0,50,200,200,mean_squared_error,0.001
200,0.0019203356932848692,0.032025571912527084,0.4610051214694977,0.0018251253072097732,0.032464426,0.45942312,1.0000001e-06,128,0.1,200,300,300,mean_squared_error,0.1
294,0.0018333405023440719,0.03214504197239876,0.4559585154056549,0.002074415521708655,0.03521777,0.4720232,1.0000001e-08,128,0.2,100,300,100,mean_squared_error,0.1
240,0.0022755148634314537,0.03661556541919708,0.4661048948764801,0.0018666771661598061,0.03326161,0.46927255,8.1e-06,32,0.3,200,50,400,mean_squared_error,0.3
198,0.001906327079050243,0.0320403091609478,0.46922093629837036,0.0015215466267228094,0.02929154,0.47624817,1e-18,32,0.0,100,200,300,mean_squared_error,0.001
352,0.00302038318477571,0.04154238849878311,0.44329893589019775,0.00302957138487393,0.04264235,0.4192104,3.90625e-06,64,0.3,100,400,200,mean_squared_error,0.5
200,0.001710467766970396,0.02975999191403389,0.4474867880344391,0.0012781686357736903,0.026941465,0.44771874,1.0000001e-11,16,0.1,100,400,100,mean_squared_error,0.01
198,0.002366731381043792,0.03786889463663101,0.46502482891082764,0.002092929975957276,0.035347715,0.4446262,1.0000001e-07,32,0.3,400,100,300,mean_squared_error,0.1
244,0.0017064082762226463,0.03182473033666611,0.4843893051147461,0.0015717029400669736,0.03019846,0.4601989,1.0000001e-08,32,0.1,100,50,400,mean_squared_error,0.1
205,0.0014150297269225121,0.027809588238596916,0.48751771450042725,0.0009210595489274254,0.023009088,0.4645414,1.0000001e-07,16,0.1,300,300,300,mean_squared_error,0.1
158,0.004816057160496712,0.055303510278463364,0.4097222089767456,0.0053180206550455305,0.05768604,0.43168893,1e-12,64,0.3,300,200,100,mean_squared_error,0.001
233,0.0019496944732964039,0.03266316279768944,0.4626086354255676,0.0017889031708937446,0.032350153,0.45572227,3.125e-05,128,0.2,300,200,300,mean_squared_error,0.5
358,0.0034654554910957813,0.04336168244481087,0.44137927889823914,0.0034203602245828357,0.0458098,0.43252563,3.90625e-06,64,0.2,50,200,50,mean_squared_error,0.5
207,0.0017483452148735522,0.030851850286126137,0.4818148612976074,0.0012824353599922944,0.027151972,0.42789227,1.0000001e-11,32,0.1,300,300,400,mean_squared_error,0.01
312,0.002596265636384487,0.03972325846552849,0.4347825348377228,0.0022507916585249796,0.03657336,0.4904488,7.8125e-06,64,0.1,400,50,200,mean_squared_error,0.5
176,0.0014812885597348213,0.02885565534234047,0.48756247758865356,0.0009044305735655577,0.022742327,0.47102907,1.0000001e-11,16,0.1,200,300,400,mean_squared_error,0.01
234,0.002190596293658018,0.03478380665183067,0.47513002157211304,0.0019166334764254102,0.033966403,0.47255567,1.0000001e-11,32,0.3,50,300,200,mean_squared_error,0.01
266,0.0012206355948001146,0.026186544448137283,0.49928364157676697,0.0007578073821874763,0.021168841,0.47083277,3.90625e-06,16,0.2,400,400,300,mean_squared_error,0.5
236,0.003470036434009671,0.04455883055925369,0.43463489413261414,0.0038766918282848025,0.048571892,0.4601911,1e-18,64,0.3,300,300,200,mean_squared_error,0.001
233,0.0018604638753458858,0.03260840103030205,0.46793755888938904,0.0012495717782276229,0.026346145,0.46851873,1e-15,128,0.0,200,400,50,mean_squared_error,0.001
255,0.001374083561822772,0.027633249759674072,0.490698903799057,0.0007092983513188451,0.019793013,0.4433967,3.90625e-06,16,0.0,100,50,300,mean_squared_error,0.5
213,0.003936483524739742,0.04833250120282173,0.42538586258888245,0.004122721953296781,0.04982576,0.4783545,7.29e-07,64,0.3,200,100,200,mean_squared_error,0.3
220,0.004605012945830822,0.051550865173339844,0.4080943465232849,0.005787909224853417,0.060445398,0.48672113,1.0000001e-07,64,0.3,50,400,50,mean_squared_error,0.1
298,0.0020000776275992393,0.03340627998113632,0.4626086354255676,0.0015394223899578463,0.029538142,0.49346423,7.29e-07,64,0.0,200,50,200,mean_squared_error,0.3
224,0.002232694998383522,0.035352837294340134,0.43598610162734985,0.0019793140246659384,0.03394852,0.46312705,1.0000001e-11,128,0.1,300,50,200,mean_squared_error,0.01
206,0.0033400338143110275,0.045209310948848724,0.430555522441864,0.0030085804414850367,0.04275485,0.4428678,1e-12,128,0.3,400,50,300,mean_squared_error,0.001
261,0.002273090183734894,0.03553291782736778,0.46286696195602417,0.0015642094438302358,0.029752651,0.46519542,2.43e-06,128,0.0,100,50,200,mean_squared_error,0.3
198,0.0016553368838503957,0.029670730233192444,0.49612826108932495,0.0012181330651650517,0.026526881,0.4662672,1.0000001e-07,32,0.1,300,300,400,mean_squared_error,0.1
308,0.0025540448259562254,0.03876270726323128,0.44947731494903564,0.002807576591999401,0.041499235,0.4767309,1e-18,128,0.3,50,100,200,mean_squared_error,0.001
187,0.0030401476472616197,0.04297121986746788,0.46789395809173584,0.003112077186745436,0.043051712,0.4215549,1e-09,32,0.2,400,300,50,mean_squared_error,0.001
225,0.0024424055963754654,0.03750159591436386,0.4661048948764801,0.0031077297262972915,0.043159537,0.43236315,1e-15,32,0.3,300,200,50,mean_squared_error,0.001
196,0.0012585627380758524,0.02669398859143257,0.47001805901527405,0.0006852979402615012,0.019441333,0.44688585,1.0000001e-08,16,0.0,400,200,100,mean_squared_error,0.1
220,0.0024585046619176863,0.03687576949596405,0.46192121505737305,0.002996750078464802,0.04256817,0.46487707,1.0000001e-07,32,0.3,100,400,50,mean_squared_error,0.1
185,0.00285836910828948,0.0426020510494709,0.43281498551368713,0.002120693247943685,0.035887457,0.46234754,8.1e-06,16,0.3,50,50,300,mean_squared_error,0.3
233,0.0019400445744395256,0.0329350121319294,0.486876904964447,0.0018656673478968607,0.033589557,0.44069523,3.125e-05,16,0.3,100,50,100,mean_squared_error,0.5
187,0.002015354000031948,0.03428267687559128,0.4608541429042816,0.0018791524993612499,0.033866677,0.47705108,1e-18,16,0.3,300,200,200,mean_squared_error,0.001
308,0.0020866976119577885,0.034378159791231155,0.4506065249443054,0.0015257923833492787,0.029219871,0.40266907,2.1870001e-07,64,0.0,400,200,100,mean_squared_error,0.3
405,0.0015203535044565797,0.029948711395263672,0.4936656057834625,0.0011946765209038955,0.02692554,0.4447805,9.765625e-07,32,0.3,300,300,200,mean_squared_error,0.5
236,0.001456911750137806,0.028436031192541122,0.4629959762096405,0.0012549514244963936,0.027847335,0.4493393,2.43e-06,16,0.2,300,300,50,mean_squared_error,0.3
230,0.0017543284595012666,0.031353920698165894,0.4797121286392212,0.0012135251450097243,0.026528252,0.47424757,1e-18,32,0.0,300,100,50,mean_squared_error,0.001
252,0.0017406560946255922,0.031210677698254585,0.4567473828792572,0.001688710521991657,0.03157938,0.46344256,1.0000001e-11,128,0.1,300,200,300,mean_squared_error,0.01
208,0.0015324043016880751,0.02861306443810463,0.4401395916938782,0.0010839713319154966,0.024893956,0.4738067,1e-15,16,0.1,400,300,400,mean_squared_error,0.01
329,0.0019279727712273598,0.03209953382611275,0.4602075517177582,0.0015172655396018268,0.030024331,0.46088514,7.8125e-06,128,0.1,50,400,400,mean_squared_error,0.5
210,0.003595031565055251,0.04489945247769356,0.4325259029865265,0.0029547850089043978,0.04135067,0.3995515,1.0000001e-07,64,0.1,50,300,300,mean_squared_error,0.1
286,0.0016831272514536977,0.030021242797374725,0.46771374344825745,0.0012930536044778132,0.027195813,0.46495286,7.29e-07,128,0.1,300,300,300,mean_squared_error,0.3
328,0.0015809458214789628,0.029339995235204697,0.48213911056518555,0.0008593610831938751,0.021941619,0.4335154,1.953125e-06,32,0.0,200,200,100,mean_squared_error,0.5
207,0.0016130607621744274,0.03046276792883873,0.4852370023727417,0.0009600213816480707,0.023315335,0.47195455,1e-09,32,0.0,400,50,200,mean_squared_error,0.001
261,0.001919455942697823,0.03277335315942764,0.46551719307899475,0.0012354299040793343,0.026321664,0.45874545,1.0000001e-08,128,0.0,200,200,200,mean_squared_error,0.1
377,0.0026227193884551525,0.03870828449726105,0.44905006885528564,0.0025735737983799043,0.03921985,0.48603284,9.765625e-07,64,0.2,200,100,200,mean_squared_error,0.5
327,0.002720390912145376,0.03907403722405434,0.4455958306789398,0.0020385576469900465,0.033717062,0.39838812,1.9683e-08,64,0.0,400,200,200,mean_squared_error,0.3
169,0.002518322737887502,0.03879544511437416,0.459911048412323,0.0022620300742650285,0.03680804,0.4655018,1.0000001e-11,32,0.3,300,300,400,mean_squared_error,0.01
278,0.002166355261579156,0.03518062084913254,0.4521738588809967,0.0016700057512489385,0.030955011,0.41726747,7.29e-07,64,0.0,300,200,50,mean_squared_error,0.3
266,0.001782299717888236,0.030551254749298096,0.4610051214694977,0.0009795138026423803,0.023061689,0.46524763,1e-18,128,0.0,200,300,200,mean_squared_error,0.001
132,0.004574443679302931,0.05253652483224869,0.4263431131839752,0.004218154020590878,0.050524246,0.38572615,1e-12,64,0.3,100,400,400,mean_squared_error,0.001
326,0.0011270166235044599,0.025280270725488663,0.49409019947052,0.0007768843828841529,0.02161958,0.4725733,1.953125e-06,16,0.1,400,50,200,mean_squared_error,0.5
359,0.002752163913100958,0.040200456976890564,0.45941272377967834,0.0018863943310813327,0.03298713,0.48951164,3.90625e-06,64,0.0,50,50,200,mean_squared_error,0.5
345,0.0020621661096811295,0.03333524242043495,0.46234673261642456,0.0011388023067856901,0.024925826,0.45035294,1.5625e-05,128,0.0,50,200,400,mean_squared_error,0.5
154,0.003487628884613514,0.045453596860170364,0.4332755208015442,0.003940781323293137,0.048964467,0.47510785,1e-09,64,0.3,200,200,200,mean_squared_error,0.001
194,0.0014555939426645636,0.02853887714445591,0.4690486788749695,0.0012487330434938274,0.027458861,0.44745803,1.0000001e-11,16,0.2,400,300,100,mean_squared_error,0.01
250,0.0016120258904993535,0.028965160250663757,0.4872393012046814,0.0012882102743923696,0.027171971,0.43010408,1.5625e-05,32,0.1,100,200,200,mean_squared_error,0.5
308,0.002160972449928522,0.035130638629198074,0.4374999403953552,0.0018822118424227615,0.033794247,0.4623859,3.125e-05,128,0.3,200,50,300,mean_squared_error,0.5
264,0.002119397772476077,0.03280694782733917,0.4803943634033203,0.0018090825322559124,0.03233038,0.4496611,7.29e-07,32,0.1,100,400,100,mean_squared_error,0.3
175,0.0036530017387121916,0.04634852334856987,0.4370628893375397,0.0026159002057371044,0.039224684,0.4907174,1e-09,64,0.0,200,100,200,mean_squared_error,0.001
272,0.002525035757571459,0.03720635920763016,0.45993030071258545,0.0017018455065390663,0.030762063,0.39379415,1.5625e-05,64,0.0,50,200,300,mean_squared_error,0.5
258,0.0017763280775398016,0.03140721097588539,0.47304341197013855,0.0019670459714081377,0.03431404,0.4677572,1.0000001e-09,128,0.2,100,200,200,mean_squared_error,0.01
210,0.003609892213717103,0.04616392031311989,0.4337348937988281,0.004540587978163747,0.05222471,0.4650146,1.0000001e-11,64,0.2,300,400,50,mean_squared_error,0.01
221,0.001447226759046316,0.02812577225267887,0.47017568349838257,0.00101916215473004,0.024211114,0.44498137,1e-15,16,0.1,300,300,300,mean_squared_error,0.01
285,0.0017229866236448288,0.030744917690753937,0.4809727370738983,0.0015841254894206828,0.030711753,0.44134003,1.0000001e-08,32,0.1,100,200,50,mean_squared_error,0.1
178,0.0014474406465888024,0.02767551876604557,0.4546256363391876,0.0008661456420117437,0.022215838,0.47275257,2.43e-06,16,0.1,200,300,400,mean_squared_error,0.3
292,0.001798791578039527,0.03183496370911598,0.47120416164398193,0.0018234524117753672,0.03328624,0.4665344,8.1e-06,128,0.2,400,100,100,mean_squared_error,0.3
143,0.001883684266358614,0.03268420323729515,0.4600194990634918,0.0013560811438823829,0.028357418,0.46849462,1.0000001e-05,16,0.1,300,300,100,mean_squared_error,0.1
177,0.0026940423343330623,0.038503337651491165,0.463115930557251,0.0030780983181309396,0.04304658,0.47459275,1.0000001e-06,32,0.1,50,50,50,mean_squared_error,0.1
184,0.0036911265924572945,0.04554919898509979,0.44329893589019775,0.002812049402450865,0.040124267,0.43012664,1.0000001e-11,64,0.0,100,300,300,mean_squared_error,0.01
196,0.0036744133103638887,0.04626059532165527,0.427586168050766,0.003255084812442019,0.044127513,0.3955515,1e-18,64,0.1,300,100,300,mean_squared_error,0.001
216,0.0025080299004912377,0.039282698184251785,0.46046507358551025,0.002274812826366145,0.036991883,0.4817349,1.0000001e-07,32,0.3,400,50,400,mean_squared_error,0.1
314,0.0028817146085202694,0.04024089500308037,0.44137927889823914,0.0028983451615819888,0.041194726,0.4675491,7.8125e-06,64,0.1,200,300,100,mean_squared_error,0.5
225,0.0036228150129318237,0.04400999844074249,0.43224695324897766,0.0026514061033323343,0.038790353,0.47737098,1.0000001e-10,64,0.0,300,400,100,mean_squared_error,0.1
277,0.001797510078176856,0.03114892914891243,0.46341457962989807,0.0015971423010082545,0.030373387,0.46295413,7.29e-07,128,0.1,200,300,400,mean_squared_error,0.3
228,0.0019978685304522514,0.03322535753250122,0.47813427448272705,0.0015760301786033077,0.030786214,0.44745255,1.00000005e-13,32,0.3,200,300,400,mean_squared_error,0.01
370,0.0020334625151008368,0.033779073506593704,0.4671279788017273,0.0016756045545465862,0.031504504,0.46009582,1.5625e-05,128,0.3,50,400,400,mean_squared_error,0.5
350,0.002108354354277253,0.033287163823843,0.458333283662796,0.0019100142868685812,0.033247057,0.4024822,7.8125e-06,64,0.2,100,400,400,mean_squared_error,0.5
179,0.002230648957192898,0.03553909435868263,0.414020299911499,0.002588254810810786,0.03989936,0.45934036,1e-12,16,0.2,100,50,50,mean_squared_error,0.001
167,0.0024183452129364013,0.03646867349743843,0.46686553955078125,0.0022777565061384377,0.037418187,0.43495265,1.0000001e-07,32,0.2,300,300,100,mean_squared_error,0.01
145,0.003650293480604887,0.047374140471220016,0.4519953727722168,0.0036024777221292225,0.046768077,0.4554763,1e-09,32,0.3,200,200,100,mean_squared_error,0.001
358,0.0020614091772586107,0.03348145633935928,0.46286696195602417,0.0015949460978952666,0.030225703,0.40571958,2.1870001e-07,64,0.1,300,100,300,mean_squared_error,0.3
234,0.0027394092176109552,0.03905899077653885,0.4486956000328064,0.0032272212143016686,0.044571266,0.45239797,1.0000001e-07,128,0.3,400,100,100,mean_squared_error,0.1
237,0.0022473397571593523,0.03405787795782089,0.47798657417297363,0.001457750179674186,0.028114077,0.48016632,1.0000001e-10,32,0.0,50,200,300,mean_squared_error,0.1
229,0.001772735151462257,0.03172658383846283,0.46447136998176575,0.0016455414299469417,0.031090269,0.45463806,1.0000001e-09,128,0.2,200,300,400,mean_squared_error,0.01
212,0.002000999813899398,0.0330585278570652,0.47707194089889526,0.0013823257633464158,0.0273212,0.43036425,1.0000001e-08,32,0.0,50,50,400,mean_squared_error,0.1
245,0.0016797870956361293,0.031025325879454613,0.4910741448402405,0.001629849437206521,0.03144083,0.43448,1.0000001e-07,32,0.2,300,100,200,mean_squared_error,0.1
172,0.0021521279262378813,0.03486362472176552,0.48459649085998535,0.0014389770276344615,0.029312236,0.45886266,1e-12,32,0.0,400,400,100,mean_squared_error,0.001
241,0.0014350651297718286,0.028240196406841278,0.4832097887992859,0.0011121207766000489,0.025814122,0.43250015,6.25e-05,32,0.1,400,400,100,mean_squared_error,0.5
169,0.0025471051223576067,0.03801773115992546,0.4562870264053345,0.002386611023967575,0.037493046,0.48545632,1.0000001e-11,32,0.3,200,200,200,mean_squared_error,0.01
336,0.0027594249695539474,0.038262855261564255,0.4517240822315216,0.0022282321151254705,0.036117196,0.4468355,1.5625e-05,128,0.2,50,200,300,mean_squared_error,0.5
212,0.001125019947066903,0.02553410455584526,0.4872550070285797,0.0007212646991348429,0.02063741,0.44585952,1.0000001e-11,16,0.1,400,200,300,mean_squared_error,0.01
194,0.0033815759234130383,0.04402017965912819,0.43717724084854126,0.003063800962504937,0.0426,0.4993034,1.0000001e-06,64,0.1,300,400,200,mean_squared_error,0.1
283,0.0017869785660877824,0.031002983450889587,0.4626086354255676,0.0017953048955922934,0.032879524,0.4541315,2.43e-06,128,0.1,200,200,100,mean_squared_error,0.3
264,0.0019413906848058105,0.0332770012319088,0.46286696195602417,0.0011653922786542064,0.025582686,0.4557811,1.0000001e-07,128,0.0,100,100,100,mean_squared_error,0.1
178,0.003731757402420044,0.04647573456168175,0.41907998919487,0.005044161837821814,0.055907942,0.4882158,1.0000001e-07,64,0.3,100,400,50,mean_squared_error,0.01
254,0.0019737903773784636,0.03294086456298828,0.4722985029220581,0.0015382590850935482,0.030022005,0.44128093,1.0000001e-11,32,0.2,100,300,200,mean_squared_error,0.01
222,0.0029346856754273176,0.04003536328673363,0.43793100118637085,0.0025021345562038153,0.038433146,0.45620874,2.43e-06,64,0.2,200,300,400,mean_squared_error,0.3
270,0.002377100549638271,0.0360117070376873,0.4736241102218628,0.002134910306555192,0.035861492,0.4798662,2.1870001e-07,32,0.3,50,300,200,mean_squared_error,0.3
218,0.0015276625426486135,0.0289546400308609,0.481030136346817,0.0010240759818442892,0.023830477,0.43355992,1.0000001e-06,32,0.0,300,50,100,mean_squared_error,0.1
