round_epochs,val_loss,loss,lr,activation,batch_size,dropout,layer_1_node,layer_2_node,layer_3_node,losses,lr_reduce_rate
246,0.0018333023310535485,0.0019466408515331623,1.0000001e-27,relu,16,0.1,400,100,50,mean_squared_error,0.001
209,0.0014351372762272756,0.0006928523926998596,1.0000001e-08,relu,16,0.1,200,100,200,mean_squared_error,0.1
174,0.0019038938141117494,0.0012997304331627312,1e-15,relu,16,0.1,400,200,200,mean_squared_error,0.001
174,0.0016199067079772551,0.001938465729717026,1e-15,relu,16,0.1,300,200,100,mean_squared_error,0.01
187,0.001690566824335191,0.0012045678482434459,1e-15,relu,16,0.1,50,200,100,mean_squared_error,0.01
215,0.0015305844135582447,0.0012343510948382666,6.561e-08,relu,16,0.1,50,100,100,mean_squared_error,0.3
180,0.0012278544923497571,0.00019115362569509868,7.29e-07,relu,16,0.0,200,200,100,mean_squared_error,0.3
237,0.0015691258789350588,0.00040214509460959015,1.0000001e-24,relu,16,0.0,50,200,200,mean_squared_error,0.001
227,0.0016322262429942687,0.001734346519456451,1e-17,relu,16,0.1,300,100,50,mean_squared_error,0.01
206,0.0016505383213775025,0.0005012181798950697,3.90625e-06,relu,16,0.1,50,200,200,mean_squared_error,0.5
165,0.0015488335500574773,0.0007409138970927123,1e-15,relu,16,0.0,100,50,200,mean_squared_error,0.001
226,0.001310717327416771,0.00017643808148994628,2.1870001e-07,relu,16,0.0,300,100,50,mean_squared_error,0.3
187,0.0013874637144100335,0.00015830083447046115,1.5625e-05,relu,16,0.0,400,50,50,mean_squared_error,0.5
200,0.0013822600918097629,0.0005687188217126274,1e-17,relu,16,0.0,400,200,50,mean_squared_error,0.01
220,0.0013604591367766261,0.00034055824977609784,1.0000001e-10,relu,16,0.0,400,200,100,mean_squared_error,0.1
207,0.0013611411624070671,0.00022490466395436534,7.29e-07,relu,16,0.0,300,50,50,mean_squared_error,0.3
242,0.0014792666447141932,0.00034904638337946245,3.90625e-06,relu,16,0.1,300,200,200,mean_squared_error,0.5
230,0.0012516227887115544,0.0003530657418635079,1.0000001e-09,relu,16,0.0,200,50,50,mean_squared_error,0.1
212,0.001765297001434697,0.001180682052071917,7.29e-07,relu,16,0.1,50,100,50,mean_squared_error,0.3
141,0.0028064450145595604,0.0019117705712553312,1e-18,relu,16,0.1,300,100,200,mean_squared_error,0.001
168,0.0017582762779461013,0.0008925759306792576,1.0000001e-23,relu,16,0.0,400,200,50,mean_squared_error,0.0001
216,0.001679993105224437,0.0009427738109040669,1.0000001e-27,relu,16,0.0,400,50,50,mean_squared_error,0.001
150,0.002830786682251427,0.0019332544103473704,1.0000001e-23,relu,16,0.1,50,50,200,mean_squared_error,0.0001
152,0.0031748421283231843,0.0018764765493606574,1e-18,relu,16,0.1,400,50,200,mean_squared_error,0.001
171,0.0017253544259195526,0.0009352897225956743,1e-18,relu,16,0.0,50,50,200,mean_squared_error,0.001
213,0.0015629617911246088,0.0008665478762567067,1.0000001e-31,relu,16,0.0,300,200,100,mean_squared_error,0.0001
186,0.0015373486352877484,0.0009004852621717454,1.0000001e-21,relu,16,0.0,300,200,50,mean_squared_error,0.001
226,0.001146820451443394,0.0003642171931038161,1.0000001e-10,relu,16,0.0,300,100,50,mean_squared_error,0.1
181,0.001853019878682163,0.001028126685929447,1.0000001e-09,relu,16,0.0,50,50,50,mean_squared_error,0.1
203,0.0015564564641358124,0.0012912023787145907,1.0000001e-10,relu,16,0.1,100,50,100,mean_squared_error,0.1
200,0.001444593666949206,0.0005629861165589516,1e-15,relu,16,0.0,200,50,50,mean_squared_error,0.01
165,0.0019306664406839344,0.0013521159476835593,1.0000001e-23,relu,16,0.0,200,100,50,mean_squared_error,0.0001
261,0.0012885218473254806,0.00010956009059115907,9.765625e-07,relu,16,0.0,400,100,50,mean_squared_error,0.5
214,0.001580187145413624,0.00057927770291693,7.8125e-06,relu,16,0.1,50,100,200,mean_squared_error,0.5
204,0.0018466293501357238,0.0009734789025607138,1.0000001e-09,relu,16,0.1,50,50,200,mean_squared_error,0.1
163,0.0022919897197021376,0.0020407736087450033,1e-15,relu,16,0.1,300,50,50,mean_squared_error,0.001
190,0.0015028137454970016,0.0008622190011650718,1.0000001e-09,relu,16,0.1,400,100,200,mean_squared_error,0.1
216,0.0012101506452179616,0.00046734785990400755,1e-17,relu,16,0.0,200,200,200,mean_squared_error,0.01
189,0.0012496881342182558,0.00015366165147118004,2.1870001e-07,relu,16,0.0,400,200,200,mean_squared_error,0.3
166,0.0019558859704476264,0.0017085676699821661,1.0000001e-23,relu,16,0.1,100,200,100,mean_squared_error,0.0001
224,0.0012927154699961345,0.0010252848628043802,1e-15,relu,16,0.1,200,200,100,mean_squared_error,0.01
194,0.001825091920586096,0.0014935393228030234,1e-15,relu,16,0.1,300,50,100,mean_squared_error,0.01
190,0.0016652070141086976,0.0004773275037546355,1e-18,relu,16,0.0,100,100,200,mean_squared_error,0.001
231,0.0017327499938093955,0.0009954111236060543,7.29e-07,relu,16,0.1,50,50,100,mean_squared_error,0.3
135,0.0026676058510525357,0.0036357402586816258,1.0000001e-23,relu,16,0.1,200,200,50,mean_squared_error,0.0001
248,0.0014205433221326934,0.0011354313076784213,1.0000001e-11,relu,16,0.1,200,100,50,mean_squared_error,0.1
228,0.001689115772023797,0.0007858975044077384,1.0000001e-31,relu,16,0.0,50,100,100,mean_squared_error,0.0001
176,0.002080525077568988,0.0013388664952357447,1e-15,relu,16,0.1,50,50,100,mean_squared_error,0.001
168,0.0018069730657670233,0.001021457887892945,1e-15,relu,16,0.0,50,50,100,mean_squared_error,0.01
150,0.0021117654266870683,0.0016918613403495923,1.0000001e-19,relu,16,0.1,200,100,200,mean_squared_error,0.0001
216,0.0015988285110021632,0.00016109160132828746,7.29e-07,relu,16,0.0,50,100,200,mean_squared_error,0.3
140,0.002117949408582515,0.0016730550714301358,1e-15,relu,16,0.1,100,50,200,mean_squared_error,0.001
182,0.0016076878075384432,0.0020145271738666194,1e-15,relu,16,0.1,400,200,50,mean_squared_error,0.01
205,0.0012459034333005548,0.00033787577991472483,1.0000001e-10,relu,16,0.0,200,200,100,mean_squared_error,0.1
205,0.0016425542740358247,0.0008091609245035623,1.0000001e-24,relu,16,0.0,300,100,200,mean_squared_error,0.001
220,0.0014801438665017486,8.788297064907014e-05,3.90625e-06,relu,16,0.0,50,200,200,mean_squared_error,0.5
229,0.0015552121913060546,0.0012730008598295188,1.0000001e-10,relu,16,0.1,300,50,50,mean_squared_error,0.1
216,0.0015670449291873309,0.0013718792872729703,1.0000001e-10,relu,16,0.1,100,50,50,mean_squared_error,0.1
202,0.0014948638466497262,0.0004679274605115661,7.8125e-06,relu,16,0.1,400,200,200,mean_squared_error,0.5
163,0.0019571634992543194,0.0011190681069482965,1.0000001e-23,relu,16,0.0,50,200,100,mean_squared_error,0.0001
253,0.0014010200458061364,0.001064547033678752,1.0000001e-10,relu,16,0.1,200,50,50,mean_squared_error,0.1
177,0.00190503701257209,0.0005102102286428956,1.0000001e-09,relu,16,0.0,50,200,100,mean_squared_error,0.1
188,0.001810632477928367,0.0006375263448116643,7.29e-07,relu,16,0.0,50,50,50,mean_squared_error,0.3
178,0.0016729939832455581,0.0009982602230513996,1e-15,relu,16,0.0,100,50,50,mean_squared_error,0.01
202,0.001552631768087546,0.0010024817755469049,1.0000001e-09,relu,16,0.1,50,100,100,mean_squared_error,0.1
226,0.0014918927465462023,0.0005130746481269946,3.90625e-06,relu,16,0.1,300,200,100,mean_squared_error,0.5
212,0.0017217259414287077,0.000635138511907228,7.29e-07,relu,16,0.1,300,50,200,mean_squared_error,0.3
209,0.0012896789962218867,0.0002763473465256255,1.0000001e-09,relu,16,0.0,400,100,200,mean_squared_error,0.1
174,0.002039828570559621,0.0012134157115378855,1.0000001e-23,relu,16,0.0,50,50,50,mean_squared_error,0.0001
179,0.0016801258445613915,0.0006365839847453473,2.43e-06,relu,16,0.1,100,100,200,mean_squared_error,0.3
222,0.0014420720205331843,0.0006610447964471448,7.29e-07,relu,16,0.1,300,100,100,mean_squared_error,0.3
227,0.0017534773408745725,0.0011309647157997172,3.90625e-06,relu,16,0.1,50,100,50,mean_squared_error,0.5
187,0.0015245688846334815,0.00039631271640722267,1.0000001e-09,relu,16,0.0,50,100,200,mean_squared_error,0.1
206,0.00196451128512207,0.0008659616259225526,1.0000001e-24,relu,16,0.0,50,100,100,mean_squared_error,0.001
208,0.00153318805516594,0.0012371980192029495,1.0000001e-10,relu,16,0.1,50,100,50,mean_squared_error,0.1
167,0.0016417316833717956,0.0008265533151955132,1e-15,relu,16,0.0,400,200,100,mean_squared_error,0.01
155,0.0019452895891542237,0.0019465276717231536,1.0000001e-19,relu,16,0.1,100,200,50,mean_squared_error,0.0001
201,0.0012144829250044292,0.00020313340431801695,6.561e-08,relu,16,0.0,200,200,200,mean_squared_error,0.3
236,0.0011781177147188121,0.00038086573821434467,6.561e-08,relu,16,0.0,200,100,50,mean_squared_error,0.3
201,0.0017640462869571315,0.0006362238606565699,7.8125e-06,relu,16,0.1,50,200,100,mean_squared_error,0.5
188,0.001508193840790126,0.0011074001468555578,1e-15,relu,16,0.1,100,100,200,mean_squared_error,0.01
188,0.0019341727537620398,0.0008115427449963569,1.0000001e-08,relu,16,0.1,300,100,200,mean_squared_error,0.1
121,0.0031000615821944345,0.00243366127209941,1.0000001e-19,relu,16,0.0,300,200,50,mean_squared_error,0.0001
139,0.0034192691867550216,0.0013424691423553265,1.0000001e-07,relu,16,0.1,400,50,200,mean_squared_error,0.1
233,0.0012664099663702978,0.00025657473345623696,1.0000001e-10,relu,16,0.0,400,100,100,mean_squared_error,0.1
146,0.0021483663779993853,0.002065303916767286,1.0000001e-23,relu,16,0.1,200,50,100,mean_squared_error,0.0001
200,0.0018368600867688656,0.001934298340265996,1.0000001e-27,relu,16,0.1,100,50,50,mean_squared_error,0.0001
198,0.0016715899368541108,0.0007049292014081994,1e-15,relu,16,0.0,100,50,200,mean_squared_error,0.01
164,0.0025215089683317477,0.0016152710059796956,1.00000005e-13,relu,16,0.1,400,100,200,mean_squared_error,0.01
256,0.0014512167156984408,0.00021936877345415327,9.765625e-07,relu,16,0.0,100,100,100,mean_squared_error,0.5
221,0.0015893613195253743,0.0010837183426050151,1.0000001e-31,relu,16,0.0,400,100,50,mean_squared_error,0.0001
219,0.0018784719415836865,0.0016695182390418194,1.0000001e-24,relu,16,0.1,300,100,50,mean_squared_error,0.001
181,0.0029389573933763635,0.0023338649918055424,1.0000001e-23,relu,16,0.1,400,100,100,mean_squared_error,0.0001
198,0.0015359279673753513,0.0006295675453526835,6.561e-08,relu,16,0.0,100,50,100,mean_squared_error,0.3
226,0.0015472970488998625,0.00017686502816611786,7.8125e-06,relu,16,0.0,100,100,50,mean_squared_error,0.5
145,0.0025157182891335753,0.0024604627915521694,1.0000001e-23,relu,16,0.1,100,200,200,mean_squared_error,0.0001
192,0.001831980939540598,0.0015482082128861333,1e-15,relu,16,0.1,400,100,200,mean_squared_error,0.001
225,0.0015114978111038606,0.000778326494381705,1.0000001e-24,relu,16,0.0,400,100,50,mean_squared_error,0.001
230,0.0015729094286345774,0.0011328770097263877,3.90625e-06,relu,16,0.1,50,50,100,mean_squared_error,0.5
204,0.0016900415584031078,0.0005207262244463587,6.561e-08,relu,16,0.0,50,200,50,mean_squared_error,0.3
224,0.0013138722990536028,0.0012003639705676435,1.0000001e-10,relu,16,0.1,300,100,50,mean_squared_error,0.1
247,0.0013851266768243578,8.115117388089823e-05,3.90625e-06,relu,16,0.0,400,50,100,mean_squared_error,0.5
177,0.0017145442414200967,0.0012136341516520376,1.0000001e-08,relu,16,0.1,200,50,100,mean_squared_error,0.1
215,0.0012964572395301526,0.0004223846163850196,1e-15,relu,16,0.0,200,100,50,mean_squared_error,0.01
272,0.001362569022199346,0.000924432286093261,9.765625e-07,relu,16,0.1,200,50,50,mean_squared_error,0.5
156,0.002972797335435947,0.0030619630363778534,1.0000001e-23,relu,16,0.1,400,200,50,mean_squared_error,0.0001
192,0.0013872034744256074,0.0008617464345633241,1.0000001e-09,relu,16,0.1,200,200,200,mean_squared_error,0.1
229,0.0014017614432507092,0.0008468002895461946,1.953125e-06,relu,16,0.1,300,200,50,mean_squared_error,0.5
253,0.0015503281934393777,0.0006570690853674998,1e-19,relu,16,0.0,50,50,50,mean_squared_error,0.01
201,0.0017584198568430212,0.0009303688219635286,1.0000001e-24,relu,16,0.0,100,50,100,mean_squared_error,0.001
200,0.0017222341201785537,0.0004664448422098364,1.5625e-05,relu,16,0.1,300,100,200,mean_squared_error,0.5
179,0.0022225506448497376,0.0014841600308177349,1e-18,relu,16,0.1,50,100,200,mean_squared_error,0.001
195,0.0014251267097683416,0.0005003403775420075,2.43e-06,relu,16,0.1,200,100,200,mean_squared_error,0.3
168,0.002415296130089296,0.0030756178065391715,1.0000001e-19,relu,16,0.1,400,50,100,mean_squared_error,0.0001
223,0.0016038079953028096,0.0008925896167328633,7.29e-07,relu,16,0.1,300,50,100,mean_squared_error,0.3
281,0.0011777008055812782,3.212913303128103e-05,1.953125e-06,relu,16,0.0,400,200,100,mean_squared_error,0.5
163,0.001516078831627965,0.00048399001513709346,1.0000001e-09,relu,16,0.0,200,200,200,mean_squared_error,0.1
135,0.0022130332524991697,0.001641759543746385,1.0000001e-23,relu,16,0.0,300,50,50,mean_squared_error,0.0001
198,0.001233287388458848,0.00023070541703696377,2.1870001e-07,relu,16,0.0,300,50,200,mean_squared_error,0.3
160,0.0023735305811795923,0.0020545602027570533,1.0000001e-23,relu,16,0.1,50,50,50,mean_squared_error,0.0001
199,0.0014073689623425405,0.0009500570573504561,1.0000001e-09,relu,16,0.1,300,100,100,mean_squared_error,0.1
156,0.0022058908361941576,0.0016431963706615373,1e-18,relu,16,0.1,50,50,200,mean_squared_error,0.001
145,0.0021409699434621465,0.0016413409896833225,1e-18,relu,16,0.1,300,200,200,mean_squared_error,0.001
199,0.0017546626170062357,0.001133910966369779,1.0000001e-09,relu,16,0.1,400,50,100,mean_squared_error,0.1
208,0.00157613527133233,0.00010195538671607459,7.8125e-06,relu,16,0.0,400,50,200,mean_squared_error,0.5
186,0.0013024483988475469,0.0001027531525833863,7.8125e-06,relu,16,0.0,200,200,200,mean_squared_error,0.5
185,0.00205731932591233,0.0008346231921207496,1.0000001e-24,relu,16,0.0,50,100,200,mean_squared_error,0.001
166,0.0018108290516667897,0.0009894764108504997,1.0000001e-23,relu,16,0.0,200,100,100,mean_squared_error,0.0001
193,0.0013421224688904153,0.00013591077128759617,7.29e-07,relu,16,0.0,300,200,100,mean_squared_error,0.3
237,0.0013183261940462722,0.00028400075406298866,1.0000001e-10,relu,16,0.0,400,50,200,mean_squared_error,0.1
216,0.0017125756324579318,0.0009787138779952286,1.0000001e-27,relu,16,0.0,400,200,200,mean_squared_error,0.001
183,0.001485648681409657,0.0006505295237514692,1e-15,relu,16,0.0,100,200,50,mean_squared_error,0.01
189,0.001495726846365465,0.00010181193148776761,1.5625e-05,relu,16,0.0,100,200,100,mean_squared_error,0.5
217,0.0013508890600254138,0.00018554813778165705,2.1870001e-07,relu,16,0.0,400,50,100,mean_squared_error,0.3
188,0.001321530823285381,0.0003848746288393702,1.0000001e-09,relu,16,0.0,100,100,200,mean_squared_error,0.1
235,0.0015478565926767057,0.0015051344342854722,1e-19,relu,16,0.1,100,200,50,mean_squared_error,0.01
190,0.0015079228388559488,0.0006085899575088301,1e-17,relu,16,0.0,300,50,100,mean_squared_error,0.01
213,0.001509924057043261,0.0006478767529437522,2.1870001e-07,relu,16,0.1,200,50,200,mean_squared_error,0.3
151,0.002504841372784641,0.002599795908171022,1.0000001e-19,relu,16,0.1,50,100,200,mean_squared_error,0.0001
184,0.0017961416031337446,0.0016812432167117378,1.0000001e-19,relu,16,0.1,300,50,50,mean_squared_error,0.0001
205,0.0016382722727333505,0.0006620781069129671,7.29e-07,relu,16,0.1,50,100,200,mean_squared_error,0.3
210,0.0016463895380083057,0.00012828588143543767,7.29e-07,relu,16,0.0,50,200,200,mean_squared_error,0.3
174,0.002105394404174553,0.002092946967040406,1e-18,relu,16,0.1,400,200,50,mean_squared_error,0.001
