round_epochs,val_loss,val_mse,val_mae,loss,mse,mae,lr,activation,batch_size,dropout,layer_1_node,layer_2_node,layer_3_node,learning_rate,losses,lr_reduce_rate
236,0.001702040330403381,0.0017020403174683452,0.030176158994436264,0.0009504640542008447,0.0009504641,0.022531066,1.0000001e-10,relu,32,0.0,50,300,100,0.001,mean_squared_error,0.1
279,0.0018353835265669557,0.0018353834748268127,0.032291147857904434,0.001445967945954951,0.0014459679,0.029096229,6.561e-08,elu,64,0.0,400,300,50,0.01,mean_squared_error,0.3
264,0.0010729274557282527,0.00107292749453336,0.023329341784119606,0.0003325594197436471,0.00033255943,0.0130273355,2.1870001e-07,relu,32,0.0,400,400,200,0.001,mean_squared_error,0.3
175,0.0037422962486743927,0.0037422962486743927,0.04703575745224953,0.003185581851089112,0.0031855816,0.043079443,1e-18,relu,128,0.0,300,100,300,0.01,mean_squared_error,0.001
299,0.0010375749617297617,0.0010375749552622437,0.02385685220360756,0.000362498608651365,0.0003624986,0.01390614,7.8125e-06,relu,32,0.0,200,100,50,0.01,mean_squared_error,0.5
192,0.0030255981255322695,0.0030255981255322695,0.041733138263225555,0.0025859456683430715,0.0025859457,0.038191956,1.0000001e-11,elu,128,0.0,300,200,200,0.1,mean_squared_error,0.01
265,0.000927246421472066,0.0009272464667446911,0.022516541182994843,0.0003725419106938212,0.0003725419,0.014151337,1e-17,relu,16,0.0,400,200,100,0.1,mean_squared_error,0.01
240,0.001707931256128682,0.0017079312819987535,0.03134440258145332,0.0010958827714322606,0.0010958827,0.024948359,1e-15,relu,32,0.0,200,50,100,0.01,mean_squared_error,0.01
230,0.002083602309640911,0.002083602361381054,0.03457431495189667,0.0016247011794392426,0.001624701,0.030629888,1.0000001e-10,elu,64,0.0,400,200,400,0.1,mean_squared_error,0.1
246,0.001266958476561639,0.0012669585412368178,0.02524254471063614,0.00016817426279251032,0.0001681743,0.0087817935,3.90625e-06,relu,16,0.0,100,300,400,0.1,mean_squared_error,0.5
243,0.0018959565915995175,0.0018959566950798035,0.030837833881378174,0.0012014300727091057,0.00120143,0.025879908,1.0000001e-24,relu,32,0.0,50,400,300,0.001,mean_squared_error,0.001
242,0.0018929570602873962,0.0018929570214822888,0.032498981803655624,0.0014343287549532858,0.0014343287,0.027897926,1.0000001e-10,relu,64,0.0,400,300,200,0.01,mean_squared_error,0.1
198,0.004276034887880087,0.004276034887880087,0.0503491573035717,0.0035766817577113615,0.003576682,0.046349376,1e-18,relu,128,0.0,100,50,100,0.001,mean_squared_error,0.001
262,0.001789380227112108,0.0017893803305923939,0.031750164926052094,0.0012571786822623506,0.0012571786,0.026810087,1.9683e-08,elu,32,0.0,400,50,400,0.001,mean_squared_error,0.3
199,0.001855292926645941,0.0018552928231656551,0.032540567219257355,0.0013574153134843039,0.0013574153,0.02819576,1e-15,elu,16,0.0,50,300,50,0.0001,mean_squared_error,0.01
310,0.0014214195414549774,0.0014214194379746914,0.028474479913711548,0.0007715372876786391,0.0007715373,0.020588994,9.765625e-07,relu,32,0.0,100,50,100,0.01,mean_squared_error,0.5
310,0.0010549119001047479,0.0010549119906499982,0.02349783293902874,0.00046356407099699373,0.00046356412,0.015584559,1.9683e-08,relu,32,0.0,300,50,400,0.001,mean_squared_error,0.3
286,0.0014236644686510165,0.0014236645074561238,0.02811564691364765,0.0009640493409162695,0.0009640493,0.022745503,1.9683e-08,relu,64,0.0,300,300,200,0.001,mean_squared_error,0.3
393,0.0012869215570390224,0.0012869215570390224,0.0261197779327631,0.0007712879001287703,0.0007712879,0.020233864,1.2207032e-07,relu,64,0.0,300,100,400,0.0001,mean_squared_error,0.5
223,0.003779300022870302,0.003779300022870302,0.046915095299482346,0.0032604842771691883,0.0032604844,0.043506775,1.0000001e-24,elu,128,0.0,400,400,100,0.1,mean_squared_error,0.001
269,0.00211574240691132,0.002115742303431034,0.03322891518473625,0.0013753748964880973,0.0013753747,0.027385788,1e-17,relu,64,0.0,50,200,200,0.1,mean_squared_error,0.01
240,0.0017326251189741823,0.0017326251836493611,0.03138665482401848,0.0013504595388049068,0.0013504596,0.028214194,1e-21,elu,16,0.0,400,50,400,0.001,mean_squared_error,0.01
350,0.002269420074298978,0.002269420074298978,0.03520415723323822,0.001732921435982221,0.0017329215,0.030666053,6.561e-08,relu,128,0.0,200,100,300,0.001,mean_squared_error,0.3
359,0.0012202913510716623,0.0012202913640066981,0.026650289073586464,0.000694114478403627,0.0006941144,0.01983277,2.4414064e-07,elu,16,0.0,50,100,50,0.01,mean_squared_error,0.5
205,0.001659809999788801,0.0016598100773990154,0.03006463497877121,0.000753246180312795,0.0007532461,0.020729428,1e-18,relu,16,0.0,50,50,400,0.001,mean_squared_error,0.001
333,0.0029767330270260572,0.0029767330270260572,0.04102431237697601,0.0024284425531035272,0.0024284427,0.037190877,1.0000001e-15,relu,128,0.0,400,400,200,0.001,mean_squared_error,0.1
276,0.0021357031849523387,0.002135703107342124,0.03494114428758621,0.0018319704517652498,0.0018319705,0.03265319,1.0000001e-27,elu,64,0.0,200,300,200,0.01,mean_squared_error,0.001
201,0.0014195511272797983,0.0014195512048900127,0.02819296345114708,0.0010213106053749337,0.0010213106,0.024406759,1e-15,elu,16,0.0,300,100,100,0.001,mean_squared_error,0.01
215,0.0035056087654083967,0.0035056087654083967,0.04542913660407066,0.0028307391446652443,0.002830739,0.040661238,1e-18,relu,128,0.0,400,300,300,0.0001,mean_squared_error,0.001
425,0.0016663973219692707,0.0016663973219692707,0.030607568100094795,0.001226449510041984,0.0012264495,0.025505845,2.4414064e-07,relu,128,0.0,300,400,200,0.1,mean_squared_error,0.5
349,0.0018408890140967236,0.0018408889882266521,0.03276902437210083,0.001254078071322176,0.0012540781,0.027000722,2.4414064e-07,elu,32,0.0,50,400,50,0.0001,mean_squared_error,0.5
247,0.0012576747168269423,0.0012576746521517634,0.02569565922021866,0.00053264313258486,0.00053264305,0.01676784,6.561e-08,relu,16,0.0,100,200,50,0.0001,mean_squared_error,0.3
252,0.0031651658937335014,0.0031651658937335014,0.042266201227903366,0.002663084738118998,0.0026630848,0.0388816,1e-15,elu,128,0.0,100,200,50,0.01,mean_squared_error,0.01
388,0.002399234799668193,0.002399234799668193,0.03702552616596222,0.0020156340569118473,0.0020156342,0.03373604,4.782969e-11,relu,128,0.0,400,400,50,0.01,mean_squared_error,0.3
324,0.0016546747388525142,0.0016546747647225857,0.029659338295459747,0.0007195444316570604,0.0007195444,0.020015521,1.0000001e-27,relu,32,0.0,50,300,300,0.1,mean_squared_error,0.001
167,0.0034012645483016968,0.0034012645483016968,0.04451097548007965,0.0027671755012995173,0.0027671754,0.0404515,1e-15,relu,128,0.0,400,200,400,0.01,mean_squared_error,0.001
312,0.0021446195896714926,0.0021446195896714926,0.034860461950302124,0.001441450012924666,0.0014414501,0.028808745,3.90625e-06,elu,64,0.0,100,100,400,0.0001,mean_squared_error,0.5
235,0.0017179506830871105,0.0017179506830871105,0.031090233474969864,0.0012325472720663682,0.0012325472,0.026938103,1.0000001e-10,elu,32,0.0,400,50,300,0.0001,mean_squared_error,0.1
238,0.001445832196623087,0.001445832196623087,0.02823316678404808,0.0010158145739305243,0.0010158147,0.02360819,1.0000001e-24,relu,32,0.0,300,400,400,0.0001,mean_squared_error,0.001
267,0.0011884027108963993,0.0011884027626365423,0.025070924311876297,0.0004950446637733216,0.00049504463,0.016212769,1.953125e-06,relu,32,0.0,400,50,300,0.01,mean_squared_error,0.5
278,0.0027838866226375103,0.0027838866226375103,0.03918987512588501,0.0021520375928368615,0.0021520378,0.03459292,6.561e-08,relu,128,0.0,100,300,400,0.0001,mean_squared_error,0.3
292,0.0013742364115185207,0.0013742364244535565,0.02767660655081272,0.0007802209094445282,0.0007802209,0.02063839,1.9683e-08,relu,32,0.0,100,100,50,0.0001,mean_squared_error,0.3
446,0.002150719054043293,0.002150719054043293,0.0350312776863575,0.001818219462708451,0.0018182194,0.032196462,1.2207032e-07,elu,128,0.0,300,50,200,0.01,mean_squared_error,0.5
415,0.002438626795386275,0.00243862671777606,0.03741299360990524,0.0017706347274741975,0.0017706347,0.03157204,3.051758e-08,elu,64,0.0,50,200,200,0.001,mean_squared_error,0.5
368,0.0020939200185239315,0.0020939200185239315,0.03400696814060211,0.001602790580998607,0.0016027907,0.02979573,4.882813e-07,relu,128,0.0,400,300,100,0.1,mean_squared_error,0.5
322,0.0009503230038616392,0.0009503230103291571,0.022950058802962303,0.0003265273406219631,0.0003265273,0.013072428,9.765625e-07,relu,32,0.0,300,200,100,0.1,mean_squared_error,0.5
192,0.0023429754397107493,0.002342975465580821,0.03684375807642937,0.001959275616756481,0.0019592757,0.033612218,1e-15,elu,64,0.0,200,400,200,0.0001,mean_squared_error,0.01
188,0.0035858137998729944,0.0035858137998729944,0.045699745416641235,0.003115762104904076,0.003115762,0.042726006,1e-15,relu,128,0.0,200,50,50,0.1,mean_squared_error,0.001
259,0.0028870245441794395,0.0028870245441794395,0.0404689684510231,0.0022857143758358055,0.0022857143,0.03579933,1.0000001e-10,relu,128,0.0,400,400,400,0.0001,mean_squared_error,0.1
246,0.0018435196640590827,0.0018435197416692972,0.031746260821819305,0.0010314018232022582,0.0010314018,0.024056522,2.1870001e-07,elu,32,0.0,100,300,300,0.1,mean_squared_error,0.3
415,0.00254052528180182,0.00254052528180182,0.03818425163626671,0.0021550904617084893,0.0021550904,0.034997493,6.103516e-08,elu,128,0.0,300,50,100,0.0001,mean_squared_error,0.5
336,0.001972564547840092,0.001972564496099949,0.03365907445549965,0.0014375869780952964,0.001437587,0.028799912,4.882813e-07,elu,64,0.0,200,50,300,0.1,mean_squared_error,0.5
309,0.0028470782563090324,0.0028470782563090324,0.040676891803741455,0.0022594441523386684,0.0022594442,0.03566847,6.561e-08,relu,128,0.0,200,50,300,0.1,mean_squared_error,0.3
231,0.0013450307176551884,0.0013450307305902243,0.027016611769795418,0.0007871384536586353,0.00078713836,0.0212925,1e-15,elu,16,0.0,300,200,300,0.0001,mean_squared_error,0.01
358,0.0014993271324783564,0.0014993271324783564,0.029644029214978218,0.0010155963383591806,0.0010155963,0.023410013,1.953125e-06,relu,64,0.0,200,50,50,0.001,mean_squared_error,0.5
285,0.002352997557156616,0.002352997660636902,0.037007976323366165,0.001967762653480902,0.0019677626,0.033660613,1.9683e-08,elu,64,0.0,50,100,50,0.01,mean_squared_error,0.3
276,0.002008656815936168,0.002008656971156597,0.03387022018432617,0.001463415935299014,0.001463416,0.02868558,1e-15,elu,64,0.0,50,50,400,0.0001,mean_squared_error,0.01
347,0.002046113187033269,0.002046113135293126,0.033053163439035416,0.001077957590606725,0.0010779576,0.02407186,4.882813e-07,relu,64,0.0,50,400,400,0.1,mean_squared_error,0.5
235,0.0014186188992526797,0.0014186189509928226,0.02835090272128582,0.0009456119143601356,0.000945612,0.023344511,1.0000001e-24,elu,16,0.0,200,100,400,0.001,mean_squared_error,0.001
210,0.00125261678153442,0.0012526167556643486,0.02535325661301613,0.0004902895163009204,0.00049028965,0.016214538,1.0000001e-10,relu,16,0.0,100,400,400,0.0001,mean_squared_error,0.1
181,0.002296915174358421,0.0022969150450080633,0.03617356717586517,0.002010887105749032,0.002010887,0.034196246,1e-18,elu,64,0.0,300,300,200,0.0001,mean_squared_error,0.001
229,0.002049540997379356,0.0020495408680289984,0.03428325802087784,0.0016705921765509703,0.0016705921,0.031079657,1.0000001e-10,elu,64,0.0,400,300,300,0.01,mean_squared_error,0.1
326,0.0026428282726556063,0.0026428282726556063,0.03873726725578308,0.002151176298792964,0.0021511763,0.034969736,1.9683e-08,elu,128,0.0,100,100,400,0.0001,mean_squared_error,0.3
261,0.0016020672758006388,0.001602067262865603,0.029881026595830917,0.0007301347823073722,0.0007301348,0.0205547,2.1870001e-07,elu,16,0.0,50,50,100,0.01,mean_squared_error,0.3
300,0.0015346825174573395,0.0015346824657171965,0.028612256050109863,0.001223335419404335,0.0012233355,0.02626756,1.0000001e-24,relu,64,0.0,200,200,50,0.1,mean_squared_error,0.001
316,0.002996591152623296,0.002996591152623296,0.040949221700429916,0.002624718367914173,0.0026247185,0.038667936,1.00000015e-14,elu,128,0.0,300,300,200,0.01,mean_squared_error,0.1
273,0.0012903674246950282,0.0012903674505650997,0.026942359283566475,0.0008073553599444772,0.00080735533,0.021234194,1.0000001e-10,elu,32,0.0,300,200,300,0.0001,mean_squared_error,0.1
350,0.00258470606058836,0.00258470606058836,0.038365740329027176,0.002020325225914286,0.0020203253,0.033451244,1.7714701e-09,relu,128,0.0,200,400,300,0.001,mean_squared_error,0.3
206,0.002103116570247544,0.0021031165961176157,0.03446022421121597,0.0016314964567389443,0.0016314967,0.030625958,1e-17,elu,32,0.0,300,300,100,0.01,mean_squared_error,0.01
254,0.0012858786051058108,0.001285878592170775,0.02602566033601761,0.0005496952978667812,0.0005496953,0.017623227,1.0000001e-24,relu,16,0.0,200,200,200,0.001,mean_squared_error,0.001
272,0.0011903951461944315,0.0011903950944542885,0.024556754156947136,0.00025829511355156097,0.00025829507,0.011471469,3.90625e-06,relu,16,0.0,100,300,100,0.001,mean_squared_error,0.5
365,0.0011607880781715114,0.001160788000561297,0.026160405948758125,0.0008094327457347447,0.00080943265,0.02185614,5.31441e-10,elu,32,0.0,300,200,50,0.001,mean_squared_error,0.3
344,0.002615242265164852,0.002615242265164852,0.038272514939308167,0.0021381164655071973,0.0021381164,0.034709524,1.7714701e-09,relu,128,0.0,400,400,100,0.0001,mean_squared_error,0.3
300,0.0016585386151240931,0.0016585385892540216,0.030780762434005737,0.0013220047768070493,0.0013220048,0.027298508,1e-19,relu,64,0.0,300,100,300,0.001,mean_squared_error,0.01
391,0.001420927932485938,0.001420927932485938,0.027743149548768997,0.0008210428773550276,0.00082104286,0.021097073,4.882813e-07,relu,64,0.0,200,50,300,0.0001,mean_squared_error,0.5
269,0.000852663509754671,0.0008526634774170816,0.02132418565452099,0.0001607843574261252,0.00016078434,0.008899892,1.953125e-06,relu,16,0.0,400,50,300,0.01,mean_squared_error,0.5
336,0.002179953036829829,0.002179953036829829,0.03514465317130089,0.0018743335782924544,0.0018743334,0.03292174,6.561e-08,elu,128,0.0,300,300,50,0.01,mean_squared_error,0.3
248,0.0017298667484687434,0.001729866722598672,0.030976593494415283,0.0011999877010155876,0.0011999877,0.025738562,1.0000001e-24,relu,32,0.0,50,200,100,0.1,mean_squared_error,0.001
302,0.0009327607306962212,0.0009327607695013285,0.022164009511470795,0.00021013666831143346,0.00021013666,0.010292049,3.90625e-06,relu,32,0.0,400,400,50,0.1,mean_squared_error,0.5
207,0.0035915407352149487,0.0035915407352149487,0.045929476618766785,0.002647137856894286,0.0026471377,0.039159488,1e-15,relu,128,0.0,100,200,200,0.1,mean_squared_error,0.001
237,0.0029478557407855988,0.0029478557407855988,0.04045381024479866,0.0022562936106493635,0.0022562935,0.0356733,1e-19,relu,64,0.0,300,300,50,0.001,mean_squared_error,0.01
230,0.0037340186536312103,0.0037340186536312103,0.04753121733665466,0.003155357352888786,0.0031553574,0.04281504,1e-18,elu,128,0.0,50,100,100,0.1,mean_squared_error,0.001
215,0.001290228411865731,0.0012902284506708384,0.025770848616957664,0.00045158421313187043,0.0004515842,0.015491453,2.1870001e-07,relu,16,0.0,100,300,100,0.0001,mean_squared_error,0.3
258,0.001461504014312393,0.001461504027247429,0.028491606935858727,0.0010019999789509261,0.0010020001,0.024490418,1.0000001e-27,elu,16,0.0,200,300,50,0.0001,mean_squared_error,0.001
243,0.0020797541365027428,0.0020797541365027428,0.03463755175471306,0.0017650417499012108,0.0017650418,0.03189144,1.0000001e-09,elu,64,0.0,200,50,50,0.1,mean_squared_error,0.1
310,0.0014392440595353644,0.001439244020730257,0.028589943423867226,0.0010696982484705445,0.0010696984,0.024358349,1.0000001e-24,relu,64,0.0,200,300,50,0.01,mean_squared_error,0.001
286,0.0028084181249141693,0.0028084181249141693,0.0401667095720768,0.002422181159733705,0.002422181,0.037086777,1.0000001e-10,relu,128,0.0,300,100,100,0.001,mean_squared_error,0.1
206,0.001808122084993455,0.0018081220332533121,0.032142382115125656,0.001389909962139954,0.00138991,0.028765637,1e-15,elu,32,0.0,200,100,50,0.001,mean_squared_error,0.01
290,0.0015447022807266978,0.0015447023324668407,0.029357433319091797,0.0009776505600295473,0.0009776505,0.022892525,6.561e-08,relu,64,0.0,200,100,300,0.0001,mean_squared_error,0.3
264,0.0031721116974949837,0.0031721116974949837,0.042370013892650604,0.0026880797362129126,0.0026880798,0.038924485,1e-15,elu,128,0.0,50,300,200,0.1,mean_squared_error,0.01
242,0.0019993296462214654,0.0019993295427411795,0.03357263281941414,0.0016391573900304665,0.0016391573,0.030808179,2.1870001e-07,elu,64,0.0,300,50,50,0.1,mean_squared_error,0.3
266,0.001607207167479727,0.001607207115739584,0.029096411541104317,0.0007676631995589934,0.00076766324,0.020299934,6.561e-08,relu,32,0.0,100,200,300,0.01,mean_squared_error,0.3
307,0.001441006484027538,0.001441006432287395,0.028216391801834106,0.0010419289579301654,0.0010419289,0.02408828,1.0000001e-27,relu,32,0.0,200,100,50,0.001,mean_squared_error,0.001
331,0.0026484380941838026,0.0026484380941838026,0.03847670182585716,0.0020884467382056527,0.0020884469,0.03425676,1e-21,relu,128,0.0,400,200,200,0.0001,mean_squared_error,0.01
203,0.002197027387511399,0.002197027439251542,0.035052165389060974,0.0016292177849359277,0.0016292178,0.030715138,1e-15,elu,32,0.0,50,200,300,0.0001,mean_squared_error,0.01
388,0.002257140353322029,0.002257140353322029,0.03593410924077034,0.0019599258394859664,0.001959926,0.033473544,1.2207032e-07,elu,128,0.0,400,50,300,0.001,mean_squared_error,0.5
226,0.0009182722876883215,0.0009182722424156964,0.02224183827638626,0.00041974329199595523,0.0004197434,0.015100793,1e-15,relu,16,0.0,400,50,100,0.01,mean_squared_error,0.01
291,0.001845935100896491,0.0018459351267665625,0.03252137079834938,0.0014238199871903826,0.0014238199,0.028250625,1e-19,relu,64,0.0,200,200,100,0.0001,mean_squared_error,0.01
217,0.001230414387666517,0.001230414374731481,0.025572016835212708,0.0007055902050668809,0.0007055903,0.019507153,1e-15,relu,32,0.0,400,300,300,0.001,mean_squared_error,0.01
272,0.0013273287978437212,0.0013273288495838642,0.02618028037250042,0.0004533369064122885,0.00045333695,0.015643403,2.1870001e-07,elu,16,0.0,50,50,300,0.0001,mean_squared_error,0.3
222,0.002108044922351837,0.002108044922351837,0.03431164473295212,0.0017738351745261141,0.0017738349,0.031960603,1e-15,elu,64,0.0,300,300,100,0.1,mean_squared_error,0.01
219,0.0021201779858933557,0.002120177960023284,0.03495402634143829,0.0016823962597013959,0.001682396,0.031180436,1.0000001e-10,elu,32,0.0,50,50,50,0.01,mean_squared_error,0.1
380,0.001796775342275699,0.0017967753810808063,0.031525883823633194,0.0010118787189600323,0.0010118785,0.023723172,2.4414064e-07,elu,32,0.0,50,400,100,0.01,mean_squared_error,0.5
295,0.0020247484660810893,0.0020247483626008034,0.03416697308421135,0.0015295175393039472,0.0015295176,0.02972191,9.765625e-07,elu,64,0.0,200,400,300,0.0001,mean_squared_error,0.5
190,0.00304901118700703,0.003049011342227459,0.04294602572917938,0.0023495542869041456,0.0023495546,0.03765226,1e-15,relu,64,0.0,100,300,200,0.1,mean_squared_error,0.001
243,0.001488663980530368,0.0014886639546602964,0.028945855796337128,0.0010337271681200493,0.0010337271,0.024926016,1.0000001e-24,elu,16,0.0,300,300,50,0.01,mean_squared_error,0.001
319,0.0018412656047277981,0.001841265708208084,0.03282130882143974,0.0013238656826170794,0.0013238657,0.026999649,1.9683e-08,relu,64,0.0,100,50,300,0.1,mean_squared_error,0.3
247,0.0035118560772389174,0.0035118560772389174,0.04438731446862221,0.003044255225806036,0.003044255,0.041687258,1.0000001e-24,relu,128,0.0,300,200,50,0.001,mean_squared_error,0.001
192,0.0011680755867726272,0.001168075599707663,0.025797678157687187,0.0007085495373100692,0.0007085495,0.019635899,1e-15,relu,16,0.0,200,50,100,0.0001,mean_squared_error,0.01
252,0.003370841732248664,0.003370841732248664,0.04337453469634056,0.0026321512635367867,0.0026321514,0.038841218,1e-19,relu,128,0.0,200,300,200,0.1,mean_squared_error,0.01
326,0.001394597218475408,0.0013945972314104438,0.02805384062230587,0.0009553319298752186,0.000955332,0.02280896,1.9683e-08,relu,64,0.0,400,200,50,0.1,mean_squared_error,0.3
231,0.0021345031758149466,0.002134503098204732,0.03502405434846878,0.0017405953396088516,0.0017405954,0.03205504,1e-18,elu,64,0.0,300,50,300,0.001,mean_squared_error,0.001
215,0.001531211672247284,0.0015312116593122482,0.0301028024405241,0.0011537660735099348,0.0011537662,0.025599485,1e-18,relu,64,0.0,400,300,200,0.0001,mean_squared_error,0.001
