round_epochs,val_loss,val_mse,val_mae,loss,mse,mae,lr,activation,batch_size,dropout,layer_1_node,layer_2_node,layer_3_node,learning_rate,losses,lr_reduce_rate
242,0.0016726876815987958,0.0016726875910535455,0.03016994148492813,0.001207003344903552,0.0012070034,0.02639071,6.561e-08,elu,32,0.0,300,200,100,0.001,mean_squared_error,0.3
278,0.0020741598370174565,0.0020741599146276712,0.03414979949593544,0.0014633801475608275,0.0014633801,0.028938005,1.0000001e-24,relu,64,0.0,100,100,300,0.001,mean_squared_error,0.001
224,0.002055780574058493,0.0020557804964482784,0.033929549157619476,0.0015027512657685303,0.0015027514,0.029736673,1.0000001e-24,elu,32,0.0,400,50,400,0.0001,mean_squared_error,0.001
343,0.001332822980152236,0.0013328229542821646,0.026882456615567207,0.0005231785723602985,0.00052317855,0.01647462,2.4414064e-07,relu,32,0.0,100,400,300,0.0001,mean_squared_error,0.5
226,0.0032352576963603497,0.0032352576963603497,0.041929926723241806,0.0029127979781652723,0.002912798,0.04086446,1e-19,elu,128,0.0,300,200,400,0.1,mean_squared_error,0.01
394,0.0011075453884485695,0.0011075453367084265,0.02463112398982048,0.000596361363530043,0.0005963613,0.018141787,1.2207032e-07,elu,32,0.0,400,50,400,0.01,mean_squared_error,0.5
395,0.0009681203066267901,0.0009681202936917543,0.02306956984102726,0.0005155731525853845,0.0005155732,0.01681581,4.882813e-07,elu,32,0.0,300,100,200,0.0001,mean_squared_error,0.5
212,0.0037092219572514296,0.0037092219572514296,0.04569176211953163,0.003065102471102528,0.0030651025,0.041986033,1e-15,relu,128,0.0,300,100,100,0.001,mean_squared_error,0.01
295,0.002284166765295797,0.0022841666359454393,0.03583456575870514,0.0014062264032598086,0.0014062264,0.027886387,1.0000001e-24,relu,64,0.0,50,50,300,0.01,mean_squared_error,0.001
342,0.001998077327799466,0.0019980771467089653,0.03331731632351875,0.001561877645575369,0.0015618777,0.030143287,2.4414064e-07,elu,64,0.0,300,300,50,0.1,mean_squared_error,0.5
260,0.0016283496903876464,0.001628349767997861,0.029561258852481842,0.0011433940714463081,0.0011433942,0.025654228,1e-19,elu,32,0.0,300,400,400,0.0001,mean_squared_error,0.01
272,0.0020342467145787347,0.002034246688708663,0.03334799408912659,0.001378482827812294,0.0013784828,0.027467987,1.0000001e-10,relu,64,0.0,300,100,400,0.1,mean_squared_error,0.1
245,0.0010276448123881386,0.0010276449611410499,0.023930665105581284,0.0002923637883871144,0.0002923638,0.012322244,1.5625e-05,relu,16,0.0,200,50,50,0.01,mean_squared_error,0.5
344,0.0016967515823327834,0.0016967515693977475,0.03082345612347126,0.0011633247832660318,0.0011633248,0.025551997,1.2207032e-07,elu,32,0.0,100,50,200,0.0001,mean_squared_error,0.5
242,0.0014368741410887903,0.0014368740376085043,0.028267748653888702,0.0007598843705489349,0.0007598843,0.020287879,1.0000001e-10,relu,32,0.0,200,100,300,0.01,mean_squared_error,0.1
217,0.001365517136744327,0.0013655171496793628,0.027559718117117882,0.0007926632667967116,0.00079266325,0.020879788,1.0000001e-24,relu,16,0.0,100,200,400,0.1,mean_squared_error,0.001
183,0.0034729253966361284,0.0034729253966361284,0.044140517711639404,0.0030403449185587164,0.003040345,0.04228697,1e-15,relu,128,0.0,100,300,200,0.01,mean_squared_error,0.001
257,0.0011278369541590412,0.0011278369929641485,0.025048216804862022,0.000351565615295772,0.00035156557,0.013564664,7.8125e-06,relu,32,0.0,300,100,300,0.1,mean_squared_error,0.5
260,0.0016862462636911208,0.001686246250756085,0.029758986085653305,0.0007242371477411532,0.00072423706,0.019878069,2.1870001e-07,relu,16,0.0,50,50,100,0.0001,mean_squared_error,0.3
262,0.0008351552921036879,0.0008351552532985806,0.021752480417490005,0.00013931659468710046,0.00013931657,0.0083702495,3.90625e-06,relu,16,0.0,300,200,50,0.1,mean_squared_error,0.5
191,0.003429681994020939,0.003429681994020939,0.045730285346508026,0.003066578053077248,0.003066578,0.04329091,1e-18,elu,128,0.0,200,200,50,0.001,mean_squared_error,0.001
319,0.0010304201083878677,0.0010304200695827603,0.02387262135744095,0.00038987518407149104,0.00038987523,0.014510912,1e-17,relu,32,0.0,400,200,300,0.01,mean_squared_error,0.01
262,0.0025356709439721373,0.0025356709957122803,0.037554845213890076,0.0018291608992575252,0.0018291608,0.03201092,1.0000001e-24,relu,64,0.0,100,300,100,0.0001,mean_squared_error,0.001
437,0.002691824920475483,0.002691824920475483,0.03837324678897858,0.002228786916445906,0.002228787,0.035927072,1.2914017e-12,elu,128,0.0,200,200,200,0.001,mean_squared_error,0.3
211,0.0010364350681710574,0.0010364350164309144,0.023774340748786926,0.00033715628970608786,0.00033715626,0.013174048,1.0000001e-08,relu,16,0.0,200,400,200,0.01,mean_squared_error,0.1
337,0.0015724350491331683,0.0015724351396784186,0.028869543224573135,0.0012570797354040952,0.0012570795,0.026469706,9.765625e-07,elu,32,0.0,50,100,50,0.0001,mean_squared_error,0.5
295,0.0022859845776110888,0.0022859845776110888,0.03519871458411217,0.0017562870848691816,0.0017562871,0.031657856,6.561e-08,relu,128,0.0,400,400,50,0.01,mean_squared_error,0.3
334,0.0011616040460972323,0.001161603955551982,0.024652579799294472,0.0006375216688189041,0.0006375216,0.018410418,5.9049e-09,relu,32,0.0,300,50,400,0.01,mean_squared_error,0.3
299,0.001961529410133759,0.0019615294877439737,0.032014694064855576,0.0014618317050078878,0.0014618316,0.028831782,1.9683e-08,elu,32,0.0,50,200,100,0.0001,mean_squared_error,0.3
329,0.0027512148953974247,0.0027512148953974247,0.03849439322948456,0.002178679119557653,0.0021786792,0.035021093,1.00000015e-14,relu,128,0.0,100,200,300,0.01,mean_squared_error,0.1
309,0.0013503317152046496,0.001350331585854292,0.0274813249707222,0.0006315518091534296,0.00063155184,0.018623978,3.90625e-06,relu,32,0.0,100,50,100,0.0001,mean_squared_error,0.5
244,0.0008818829406259789,0.0008818829082883894,0.022410158067941666,0.0006282684343632723,0.0006282684,0.01890227,1.0000001e-09,elu,16,0.0,200,400,50,0.001,mean_squared_error,0.1
423,0.00145279702782217,0.001452796976082027,0.027605269104242325,0.0007797390609875182,0.00077973906,0.020241048,4.882813e-07,relu,64,0.0,100,200,200,0.001,mean_squared_error,0.5
215,0.0010423166936056481,0.0010423166677355766,0.024437569081783295,0.00048281322886175085,0.00048281322,0.016159812,1e-15,relu,16,0.0,200,300,100,0.001,mean_squared_error,0.01
204,0.0014878092074973716,0.0014878091169521213,0.028987381607294083,0.0008904572251336968,0.0008904573,0.02197389,1e-15,relu,32,0.0,300,100,400,0.001,mean_squared_error,0.01
288,0.0020246396565602887,0.002024639630690217,0.03280043974518776,0.0015472152672571674,0.0015472152,0.02991848,6.561e-08,elu,64,0.0,200,300,100,0.01,mean_squared_error,0.3
392,0.0016657508676871657,0.0016657508676871657,0.030201328918337822,0.0011354042862678335,0.0011354043,0.024977654,9.765625e-07,relu,128,0.0,400,400,300,0.1,mean_squared_error,0.5
340,0.0013813528801418012,0.001381352893076837,0.027825772762298584,0.0009247667975419105,0.0009247669,0.022106424,1.9683e-08,relu,64,0.0,300,400,400,0.1,mean_squared_error,0.3
214,0.003246946493163705,0.003246946493163705,0.0425318144261837,0.002837694015040576,0.0028376943,0.040351123,1e-17,elu,128,0.0,400,300,300,0.0001,mean_squared_error,0.01
247,0.003988584503531456,0.003988584503531456,0.04772476106882095,0.003289360152644532,0.00328936,0.04348084,1.0000001e-24,relu,128,0.0,200,50,50,0.001,mean_squared_error,0.001
300,0.0031978238839656115,0.0031978238839656115,0.042201876640319824,0.002747062228495296,0.0027470624,0.03972245,1e-19,elu,128,0.0,50,300,50,0.0001,mean_squared_error,0.01
234,0.0020725371109114755,0.0020725370850414038,0.034045808017253876,0.0017529369282573925,0.001752937,0.031922914,1.0000001e-21,elu,64,0.0,400,300,50,0.01,mean_squared_error,0.001
276,0.002116661906863252,0.002116661984473467,0.03451955318450928,0.0016991616871550308,0.0016991618,0.031411722,1.0000001e-10,elu,64,0.0,100,50,200,0.1,mean_squared_error,0.1
217,0.0014008756778720352,0.0014008756261318922,0.02874937281012535,0.0008798952125023029,0.0008798952,0.021913752,1e-15,relu,32,0.0,300,100,200,0.1,mean_squared_error,0.01
286,0.0013068248194435404,0.0013068248517811298,0.02502012997865677,0.00030201913723091066,0.0003020191,0.012614523,3.90625e-06,elu,16,0.0,100,200,200,0.1,mean_squared_error,0.5
237,0.0031033805571496487,0.0031033805571496487,0.04261627420783043,0.0024669958464221048,0.0024669957,0.038272444,1e-18,elu,128,0.0,400,100,200,0.001,mean_squared_error,0.001
254,0.0011899656771371763,0.0011899657547473907,0.024741262197494507,0.0003877630880874265,0.0003877631,0.014188317,2.1870001e-07,relu,32,0.0,300,400,100,0.001,mean_squared_error,0.3
236,0.0010223975146396293,0.0010223975405097008,0.02371601201593876,0.0005811030230835963,0.000581103,0.017977716,1.0000001e-21,relu,16,0.0,200,50,100,0.0001,mean_squared_error,0.001
270,0.0013150628397448196,0.001315062865614891,0.026103777810931206,0.0007232898097185018,0.00072328985,0.01972466,1.0000001e-24,relu,16,0.0,50,50,100,0.1,mean_squared_error,0.001
288,0.0028848829679191113,0.0028848829679191113,0.04003942757844925,0.002340177623874209,0.0023401778,0.036556415,6.561e-08,elu,128,0.0,200,100,200,0.001,mean_squared_error,0.3
290,0.0035396830644458532,0.0035396830644458532,0.04436168074607849,0.002761559708136775,0.0027615598,0.039682504,1.0000001e-24,relu,128,0.0,50,50,200,0.1,mean_squared_error,0.001
216,0.0030997327994555235,0.0030997327994555235,0.0420462042093277,0.0026567772849001615,0.0026567774,0.03911064,1.0000001e-09,elu,128,0.0,200,300,200,0.0001,mean_squared_error,0.1
232,0.0013619223609566689,0.001361922244541347,0.026861518621444702,0.0005474985219306831,0.0005474985,0.01695923,1.0000001e-10,relu,16,0.0,100,300,300,0.1,mean_squared_error,0.1
232,0.000886508761646433,0.0008865087875165045,0.02213401533663273,0.0003031099270818888,0.00030310996,0.01243509,1.0000001e-10,relu,16,0.0,400,400,300,0.0001,mean_squared_error,0.1
273,0.0009146201126794848,0.0009146200027316809,0.02227652631700039,0.00032816841189529765,0.00032816842,0.01311771,1.953125e-06,elu,16,0.0,400,400,300,0.01,mean_squared_error,0.5
282,0.0031306182499974966,0.0031306182499974966,0.04070131853222847,0.0024160282828517236,0.0024160282,0.03692113,2.1870001e-07,elu,128,0.0,100,50,200,0.01,mean_squared_error,0.3
280,0.001244658947042707,0.0012446589535102248,0.025685127824544907,0.0003738367486334583,0.00037383672,0.014352295,1.953125e-06,elu,16,0.0,50,50,400,0.01,mean_squared_error,0.5
232,0.0021208770469658906,0.0021208771504461765,0.033957064151763916,0.0016640955426315328,0.0016640954,0.030939287,1.0000001e-08,elu,64,0.0,200,100,400,0.01,mean_squared_error,0.1
285,0.0018416378491868575,0.001841637771576643,0.031081922352313995,0.0013312757649165913,0.0013312757,0.027610093,1.9683e-08,elu,32,0.0,100,300,100,0.0001,mean_squared_error,0.3
244,0.0031131282448768616,0.0031131282448768616,0.041578784584999084,0.0024992790496748555,0.002499279,0.037482604,1.0000001e-09,relu,128,0.0,50,300,50,0.01,mean_squared_error,0.1
218,0.0019279023270226186,0.0019279023399576545,0.0323743037879467,0.0015087655369726205,0.0015087657,0.02950948,1.0000001e-24,elu,16,0.0,50,200,400,0.1,mean_squared_error,0.001
380,0.0022818902507424355,0.0022818902507424355,0.035584960132837296,0.0018637305016069444,0.0018637306,0.0327928,4.882813e-07,elu,128,0.0,400,400,200,0.01,mean_squared_error,0.5
207,0.0012199509268005688,0.0012199508491903543,0.025614803656935692,0.0004902707698981269,0.00049027073,0.016356213,1e-15,relu,16,0.0,300,400,400,0.01,mean_squared_error,0.01
229,0.001160876721971565,0.001160876709036529,0.025160865858197212,0.0008699463903787908,0.0008699465,0.0224375,1e-17,elu,16,0.0,400,200,300,0.01,mean_squared_error,0.01
230,0.0012148919761077398,0.001214892021380365,0.02500494010746479,0.0004494416466159775,0.00044944164,0.015465097,7.8125e-06,relu,32,0.0,300,100,400,0.001,mean_squared_error,0.5
232,0.001653268803945846,0.0016532688168808818,0.03049165941774845,0.001310245247722409,0.0013102453,0.027453257,1.0000001e-10,elu,32,0.0,300,50,100,0.001,mean_squared_error,0.1
250,0.0021434176661488083,0.0021434174850583076,0.034271009266376495,0.001672893211338379,0.0016728931,0.031078113,1.0000001e-24,elu,32,0.0,50,400,200,0.0001,mean_squared_error,0.001
245,0.0014629192495097716,0.0014629191718995571,0.028652343899011612,0.0013117222227823466,0.0013117223,0.02805991,1.0000001e-24,elu,32,0.0,400,300,300,0.0001,mean_squared_error,0.001
338,0.0028344804886728525,0.0028344804886728525,0.03930104523897171,0.0022719344472355934,0.0022719342,0.03565246,1.7714701e-09,relu,128,0.0,50,100,300,0.01,mean_squared_error,0.3
182,0.0018771046565638648,0.0018771046306937933,0.03190518170595169,0.0013908398730427933,0.0013908398,0.028520025,1.0000001e-09,elu,16,0.0,100,200,50,0.0001,mean_squared_error,0.1
270,0.002481775332449211,0.0024817753583192825,0.03671589493751526,0.0018045145708551148,0.0018045144,0.031779476,1.0000001e-10,relu,64,0.0,50,100,200,0.01,mean_squared_error,0.1
354,0.0025291056372225285,0.0025291056372225285,0.03668533265590668,0.001979412816354651,0.001979413,0.033621464,1.953125e-06,elu,128,0.0,100,300,300,0.1,mean_squared_error,0.5
328,0.002646004082635045,0.002646004082635045,0.03814660757780075,0.0020537875415728287,0.0020537877,0.033947755,1.7714701e-09,relu,128,0.0,100,400,200,0.01,mean_squared_error,0.3
219,0.0018860728790362675,0.0018860729178413749,0.031214740127325058,0.0012456619059608965,0.001245662,0.02659599,2.1870001e-07,elu,32,0.0,200,400,100,0.001,mean_squared_error,0.3
252,0.0009610208087704248,0.0009610208217054605,0.022987626492977142,0.0003326041750882598,0.00033260416,0.01332472,1e-17,relu,16,0.0,200,300,400,0.0001,mean_squared_error,0.01
306,0.002749777864664793,0.002749777864664793,0.03865213692188263,0.0023039031985601717,0.0023039032,0.03640618,1.0000001e-13,elu,128,0.0,300,300,300,0.001,mean_squared_error,0.1
233,0.0010933081179650293,0.0010933080920949578,0.0247282013297081,0.00043790708053015705,0.000437907,0.015264648,1.0000001e-11,relu,16,0.0,300,100,400,0.0001,mean_squared_error,0.1
248,0.0011213942715484235,0.0011213942198082805,0.024506472051143646,0.00043770751910069463,0.0004377075,0.015076371,3.90625e-06,relu,32,0.0,400,200,300,0.001,mean_squared_error,0.5
280,0.0037894819397479296,0.0037894819397479296,0.04562515392899513,0.003047345749775638,0.0030473457,0.041823503,1e-19,relu,128,0.0,100,50,100,0.1,mean_squared_error,0.01
232,0.0013189430141614543,0.0013189429882913828,0.027402905747294426,0.0007724540173569316,0.0007724539,0.02065053,1e-15,relu,32,0.0,200,100,200,0.001,mean_squared_error,0.01
258,0.0009176766551617119,0.0009176766034215689,0.022932345047593117,7.497739244736238e-05,7.497738e-05,0.005996095,3.90625e-06,relu,16,0.0,300,300,200,0.01,mean_squared_error,0.5
148,0.0037779344711452723,0.0037779344711452723,0.047246288508176804,0.0032732293830830548,0.0032732293,0.043828662,1.0000001e-11,elu,128,0.0,400,400,300,0.1,mean_squared_error,0.01
213,0.0011711940428035127,0.0011711940169334412,0.025419775396585464,0.000611676029408368,0.000611676,0.018313393,1.0000001e-09,relu,32,0.0,400,400,100,0.001,mean_squared_error,0.1
221,0.002164782645801703,0.0021647827234119177,0.034202735871076584,0.0016604195435232603,0.0016604197,0.031094551,1.0000001e-24,elu,32,0.0,200,300,100,0.01,mean_squared_error,0.001
277,0.0011325465101334783,0.0011325464583933353,0.02443898655474186,0.0008396344000801468,0.00083963457,0.02190953,2.1870001e-07,elu,32,0.0,400,200,200,0.1,mean_squared_error,0.3
263,0.0033171353861689568,0.0033171353861689568,0.04231861233711243,0.0027416782815232756,0.0027416784,0.03969639,1e-19,relu,128,0.0,400,50,400,0.01,mean_squared_error,0.01
207,0.0013929736386570665,0.0013929737033322453,0.02764187566936016,0.0008652903875074932,0.0008652903,0.021708796,1e-15,relu,32,0.0,400,200,200,0.01,mean_squared_error,0.01
293,0.0012262376516850458,0.0012262376258149743,0.02574804611504078,0.0008664180133332182,0.00086641795,0.02223915,1.7714701e-09,elu,16,0.0,200,400,100,0.001,mean_squared_error,0.3
259,0.0016632474079314205,0.0016632474726065993,0.030519524589180946,0.001273614453801717,0.0012736144,0.026688097,1.0000001e-21,relu,64,0.0,300,400,200,0.1,mean_squared_error,0.001
243,0.0015181049368240768,0.001518104923889041,0.026737434789538383,0.00033618342005350336,0.00033618344,0.0131466845,1.5625e-05,elu,16,0.0,50,200,400,0.1,mean_squared_error,0.5
241,0.0009212496612841884,0.0009212496806867421,0.022724591195583344,0.0002382099176477786,0.00023820992,0.010951422,2.1870001e-07,relu,16,0.0,200,300,100,0.01,mean_squared_error,0.3
257,0.002192266233679321,0.002192266285419464,0.03480508551001549,0.0017892279048563442,0.0017892278,0.032320857,1.0000001e-24,elu,64,0.0,400,300,200,0.001,mean_squared_error,0.001
287,0.0031148293055593967,0.0031148293055593967,0.04135066643357277,0.0024037220284293444,0.002403722,0.036821056,1.9683e-08,relu,128,0.0,300,50,100,0.0001,mean_squared_error,0.3
246,0.0012675080862310198,0.0012675081379711628,0.026946313679218292,0.0007889807938541521,0.00078898075,0.020682294,1.0000001e-24,relu,32,0.0,400,400,100,0.0001,mean_squared_error,0.001
234,0.0011386081653957565,0.0011386082042008638,0.02486705780029297,0.0005073758492077994,0.0005073759,0.01650008,1e-17,relu,16,0.0,400,300,300,0.001,mean_squared_error,0.01
187,0.0018949416052136156,0.0018949415534734726,0.03194776177406311,0.0013877135052126643,0.0013877136,0.028532546,1e-15,elu,16,0.0,100,50,100,0.01,mean_squared_error,0.01
295,0.002559595974162221,0.002559595974162221,0.03692800924181938,0.0020912173762627387,0.0020912176,0.034458112,6.561e-08,elu,128,0.0,200,100,200,0.0001,mean_squared_error,0.3
274,0.002127136000328594,0.00212713610380888,0.03399069979786873,0.0017091791070069293,0.001709179,0.031438112,1e-21,elu,64,0.0,300,300,100,0.0001,mean_squared_error,0.01
258,0.0035845537204295397,0.0035845537204295397,0.04437557980418205,0.0030164814342358774,0.0030164816,0.04166401,1.0000001e-10,relu,128,0.0,50,50,100,0.001,mean_squared_error,0.1
207,0.0032280294690281153,0.0032280294690281153,0.04271818697452545,0.002767747146225421,0.002767747,0.03969469,1.0000001e-10,elu,128,0.0,200,100,300,0.1,mean_squared_error,0.1
303,0.0022791917177124154,0.002279191743582487,0.03474707901477814,0.0015227472209415145,0.0015227471,0.029126307,1.953125e-06,relu,64,0.0,50,200,50,0.0001,mean_squared_error,0.5
326,0.0009124788403924969,0.0009124788921326399,0.022505393251776695,0.0002131527186388794,0.00021315273,0.010747166,3.90625e-06,elu,16,0.0,200,50,200,0.0001,mean_squared_error,0.5
223,0.003066324551279346,0.0030663246288895607,0.040753286331892014,0.0022995047694843876,0.0022995046,0.03589885,1e-17,relu,64,0.0,50,200,300,0.1,mean_squared_error,0.01
160,0.0030605541024771,0.003060554154217243,0.04106094315648079,0.002244287686178757,0.0022442876,0.035399854,1e-15,relu,64,0.0,50,300,100,0.0001,mean_squared_error,0.001
188,0.0036547440104186535,0.0036547440104186535,0.04543449729681015,0.0030026734350365224,0.0030026734,0.041675925,1.0000001e-11,elu,128,0.0,100,200,100,0.1,mean_squared_error,0.01
300,0.0012610680423676968,0.0012610680423676968,0.025804482400417328,0.0004107529207530237,0.00041075298,0.014857545,6.561e-08,elu,16,0.0,100,200,200,0.001,mean_squared_error,0.3
176,0.004581517539918423,0.004581517539918423,0.052153490483760834,0.0038860638588202705,0.0038860638,0.048835296,1e-15,relu,128,0.0,200,200,300,0.001,mean_squared_error,0.001
378,0.0016104124693406953,0.0016104124952107668,0.029853545129299164,0.0009160578407556097,0.00091605796,0.022261066,2.4414064e-07,relu,64,0.0,100,300,200,0.001,mean_squared_error,0.5
241,0.0012153928788999717,0.0012153929565101862,0.02581608295440674,0.0008106577464718825,0.0008106578,0.021575881,2.1870001e-07,elu,16,0.0,200,300,50,0.001,mean_squared_error,0.3
281,0.0012109767865493065,0.0012109767412766814,0.024399107322096825,0.00033076685335417495,0.00033076687,0.013042965,3.90625e-06,relu,32,0.0,200,300,100,0.1,mean_squared_error,0.5
146,0.003914353903383017,0.003914353903383017,0.04735420271754265,0.0033414506928623883,0.0033414508,0.044438444,1e-15,relu,128,0.0,400,300,400,0.001,mean_squared_error,0.001
258,0.0027970641385763884,0.0027970641385763884,0.03962813317775726,0.0023918348825841306,0.002391835,0.03675261,1.0000001e-09,relu,128,0.0,200,100,100,0.0001,mean_squared_error,0.1
238,0.002124013974227839,0.002124014077708125,0.03454434499144554,0.0016827551177282154,0.0016827553,0.031065216,1e-15,elu,64,0.0,200,200,300,0.0001,mean_squared_error,0.01
216,0.0020643401011410686,0.0020643400494009256,0.0339125320315361,0.0015711376814873791,0.0015711378,0.02985181,6.561e-08,elu,32,0.0,50,400,200,0.0001,mean_squared_error,0.3
238,0.0020807451154622766,0.0020807450637221336,0.03345615789294243,0.0016694879652555115,0.0016694883,0.031081004,6.561e-08,elu,32,0.0,50,300,50,0.1,mean_squared_error,0.3
223,0.0022739850295086703,0.0022739849518984556,0.034557655453681946,0.0018269015951923493,0.0018269017,0.03224959,1.0000001e-24,elu,32,0.0,50,200,400,0.01,mean_squared_error,0.001
239,0.0016993092010832494,0.0016993092140182853,0.030494259670376778,0.0008234808045929744,0.0008234807,0.021198519,6.561e-08,relu,16,0.0,50,200,50,0.0001,mean_squared_error,0.3
323,0.0026119763497263193,0.0026119763497263193,0.03822535276412964,0.0019339559838390471,0.0019339559,0.03254533,1.953125e-06,relu,128,0.0,50,300,100,0.1,mean_squared_error,0.5
231,0.002030651964661148,0.002030652016401291,0.03312778100371361,0.0015966225625088327,0.0015966224,0.030292487,1.0000001e-24,elu,32,0.0,200,400,100,0.001,mean_squared_error,0.001
213,0.0008952246345062223,0.0008952246280387044,0.02275698445737362,0.0005066684551313635,0.0005066684,0.01666858,1.0000001e-09,relu,16,0.0,300,100,50,0.001,mean_squared_error,0.1
